#  R_hMpc M_hMsun sigma
3.669228513308751046e-03 1.000000000000000745e+08 3.348680452701333632e+00
3.766635614462331225e-03 1.081774017548857331e+08 3.328774267844151868e+00
3.866628584367533955e-03 1.170235025043790340e+08 3.371644067174918380e+00
3.969276070146820524e-03 1.265929844518007636e+08 3.362675160790100648e+00
4.074648541299516653e-03 1.369450013839244246e+08 3.353238345442937529e+00
4.182818338080509374e-03 1.481435443303210735e+08 3.343340437295757805e+00
4.293859721163257280e-03 1.602578371241385341e+08 3.332996642826345113e+00
4.407848922621159828e-03 1.733627643094695807e+08 3.322239167901679391e+00
4.524864198262377839e-03 1.875393340404298007e+08 3.311108508967476549e+00
4.644985881353983631e-03 2.028751788333527148e+08 3.299637915638569119e+00
4.768296437772284561e-03 2.194650972674986124e+08 3.287854333662546313e+00
4.894880522617272266e-03 2.374116399828118384e+08 3.275787268854079670e+00
5.024825038330008563e-03 2.568257435970689952e+08 3.263460771331131216e+00
5.158219194352818907e-03 2.778274164609737992e+08 3.250880487281754938e+00
5.295154568373331740e-03 3.005464804902068973e+08 3.238041493453017061e+00
5.435725169194333649e-03 3.251233736600590348e+08 3.224938455031373774e+00
5.580027501272667896e-03 3.517100181232799888e+08 3.211557481855810359e+00
5.728160630971392692e-03 3.804707593174015880e+08 3.197877960832065103e+00
5.880226254570784274e-03 4.115833818666482568e+08 3.183890330308060790e+00
6.036328768084833242e-03 4.452402085582291484e+08 3.169595345280451948e+00
6.196575338931108179e-03 4.816492891863260865e+08 3.155001050576253796e+00
6.361075979503294335e-03 5.210356866126413941e+08 3.140136958743080076e+00
6.529943622696860947e-03 5.636428679932836294e+08 3.125049353355536574e+00
6.703294199439663835e-03 6.097342097718542814e+08 3.109792058364756695e+00
6.881246718280797404e-03 6.595946257418738604e+08 3.094432193271362763e+00
7.063923347092308618e-03 7.135323282424209118e+08 3.079035888601001858e+00
7.251449496939781081e-03 7.718807333737927675e+08 3.063661821408152353e+00
7.443953908179492228e-03 8.350005220103229284e+08 3.048363420422280701e+00
7.641568738841202253e-03 9.032818693504991531e+08 3.033178225046457843e+00
7.844429655357171294e-03 9.771468567863305807e+08 3.018138767647938092e+00
8.052675925699831483e-03 1.057052081000982404e+09 3.003273559353830446e+00
8.266450514991986395e-03 1.143491476422811985e+09 2.988615317364513579e+00
8.485900183655107828e-03 1.236999368482778072e+09 2.974208810513681023e+00
8.711175588163252298e-03 1.338153776549009085e+09 2.960108785528065223e+00
8.942431384471682607e-03 1.447579986955595732e+09 2.946381353157283556e+00
9.179826334191154222e-03 1.565954418212275743e+09 2.933090446243408422e+00
9.423523413580872296e-03 1.694008802287870169e+09 2.920292232660600895e+00
9.673689925434903261e-03 1.832534707814075470e+09 2.908021986209551546e+00
9.930497613938743529e-03 1.982388433169751406e+09 2.896295003252483458e+00
1.019412278257508624e-02 2.144496299692420959e+09 2.885107394754441223e+00
1.046474641515959987e-02 2.319860377736922741e+09 2.874446862428687410e+00
1.074255430008983457e-02 2.509564680976878643e+09 2.864299868312490727e+00
1.102773715789256460e-02 2.714781867239066601e+09 2.854653674109091543e+00
1.132049077215717924e-02 2.936780487291986942e+09 2.845491644936936737e+00
1.162101612394490953e-02 3.176932826396940231e+09 2.836780292771088785e+00
1.192951952976623389e-02 3.436723387094255447e+09 2.828461487391578100e+00
1.224621278322121296e-02 3.717758065661060333e+09 2.820451615401537548e+00
1.257131330039990870e-02 4.021774078964829922e+09 2.812651122392209047e+00
1.290504426914274722e-02 4.350650703075627327e+09 2.804959277955001440e+00
1.324763480226335763e-02 4.706420890017870903e+09 2.797281937326199230e+00
1.359932009483896635e-02 5.091283834470494270e+09 2.789528036661878208e+00
1.396034158567638524e-02 5.507618568096693993e+09 2.781600181986074727e+00
1.433094712306446500e-02 5.957998665536620140e+09 2.773390560362034574e+00
1.471139113492682567e-02 6.445208152968273163e+09 2.764790198150945066e+00
1.510193480349149818e-02 6.972258717575133324e+09 2.755706525933754314e+00
1.550284624459766225e-02 7.542408324301277161e+09 2.746074211322466319e+00
1.591440069176240299e-02 8.159181354973313332e+09 2.735850327751809807e+00
1.633688068513387825e-02 8.826390394279205322e+09 2.725002655063588186e+00
1.677057626546059332e-02 9.548159797274032593e+09 2.713508575396077482e+00
1.721578517321009638e-02 1.032895118409559059e+10 2.701368207605769900e+00
1.767281305297356900e-02 1.117359101948510170e+10 2.688614267418945047e+00
1.814197366329678082e-02 1.208730044759619713e+10 2.675302483435500811e+00
1.862358909208149810e-02 1.307572756651620674e+10 2.661492546548518412e+00
1.911798997770506464e-02 1.414498234200456810e+10 2.647243267471618644e+00
1.962551573601007890e-02 1.530167437626788330e+10 2.632621902808042869e+00
2.014651479332003545e-02 1.655295376523967552e+10 2.617701714119216039e+00
2.068134482564075449e-02 1.790655529692378998e+10 2.602540878014650172e+00
2.123037300421189849e-02 1.937084626401396561e+10 2.551170514833680070e+00
2.179397624757725693e-02 2.095487818634360886e+10 2.538944134429219179e+00
2.237254148034662632e-02 2.266844276288782120e+10 2.530368042134379714e+00
2.296646589882706327e-02 2.452213239918540955e+10 2.517193506286177218e+00
2.357615724370597243e-02 2.652740568433173752e+10 2.504005613294372878e+00
2.420203407997298037e-02 2.869665822228790665e+10 2.507342511432242294e+00
2.484452608427293110e-02 3.104329925535075760e+10 2.477637827003177584e+00
2.550407433988735248e-02 3.358183455343215942e+10 2.464485386798598299e+00
2.618113163954667935e-02 3.632795608152730560e+10 2.451363592682285653e+00
2.687616279628126867e-02 3.929863899965219879e+10 2.444305129542532207e+00
2.758964496252460513e-02 4.251224659485578156e+10 2.425207809059397146e+00
2.832206795768785548e-02 4.598864379394482422e+10 2.412145485538326195e+00
2.907393460443025851e-02 4.974931995859896851e+10 2.399072101861699391e+00
2.984576107385679064e-02 5.381752172193701935e+10 2.385984713493356058e+00
3.063807723987968870e-02 5.821839668766256714e+10 2.372892937030301574e+00
3.145142704298720809e-02 6.297914888006577301e+10 2.359807616416978338e+00
