#  R_hMpc M_hMsun sigma
1.108604058088254879e-01 9.862247644398736572e+11 2.617462601522503096e+00
1.138034197757613469e-01 1.066872325634294800e+12 2.599547973378122823e+00
1.168245620081170832e-01 1.154114761913102783e+12 2.581672105072162715e+00
1.199259065789095857e-01 1.248491362707177002e+12 2.563844450976330958e+00
1.231095826216241917e-01 1.350585517310786865e+12 2.546048138626594071e+00
1.263777757919061773e-01 1.461028321104590576e+12 2.528293759095681548e+00
1.297327297680556935e-01 1.580502476673970459e+12 2.510578006636861037e+00
1.331767477913571862e-01 1.709746513937518555e+12 2.492904271490169243e+00
1.367121942472987739e-01 1.849559355372337891e+12 2.475271531591336505e+00
1.403414962887695461e-01 2.000805254556203369e+12 2.457680400990916780e+00
1.440671455023470604e-01 2.164419138554125977e+12 2.440129910072637909e+00
1.478916996188198718e-01 2.341412387173328125e+12 2.422844501917647442e+00
1.518177842691199875e-01 2.532879084811145508e+12 2.405156593285191047e+00
1.558480947868694788e-01 2.740002783541623535e+12 2.387733745749933689e+00
1.599853980587792601e-01 2.964063819246865723e+12 2.370354057659684877e+00
1.642325344241712948e-01 3.206447226017884277e+12 2.353016297346173236e+00
1.685924196249265761e-01 3.468651297747752441e+12 2.335720207309027963e+00
1.730680468071984501e-01 3.752296849840634277e+12 2.318468703982111911e+00
1.776624885762665418e-01 4.059137238288020996e+12 2.301259866945236432e+00
1.823788991059392683e-01 4.391069198044994141e+12 2.284095514895571721e+00
1.872205163039563913e-01 4.750144567704161133e+12 2.266976043130942919e+00
1.921906640348754192e-01 5.138582972943203125e+12 2.249900560756227463e+00
1.972927544019692225e-01 5.558785547148907227e+12 2.232870316203156236e+00
2.025302900897018032e-01 6.013349774031778320e+12 2.215883960452657231e+00
2.079068667683894311e-01 6.505085543980864258e+12 2.198942468761314384e+00
2.134261755626978008e-01 7.037032523411156250e+12 2.182046245129916517e+00
2.190920055856718229e-01 7.612478944472441406e+12 2.165194824425730857e+00
2.249082465400351893e-01 8.234981931268027344e+12 2.148390059576598787e+00
2.308788913885468919e-01 8.908389488230041016e+12 2.131626554526078632e+00
2.370080390952483962e-01 9.636864286572595703e+12 2.114914666373333585e+00
2.432998974394822711e-01 1.042490939585872852e+13 2.098249952748283409e+00
2.497587859046141445e-01 1.127739611974090039e+13 2.081636855885371951e+00
2.563891386434430930e-01 1.219959410794199219e+13 2.065065769801913032e+00
2.631955075223331164e-01 1.319720393061374023e+13 2.048541395412720068e+00
2.701825652461588012e-01 1.427639231643156836e+13 2.032064202282877208e+00
2.773551085662078752e-01 1.544383027224979688e+13 2.015635047031850924e+00
2.847180615732442521e-01 1.670673431995428711e+13 1.999254346288964701e+00
2.922764790779928679e-01 1.807291110541827344e+13 1.982921761330999288e+00
3.000355500813655651e-01 1.955080565531166797e+13 1.966639596280166602e+00
3.080006013368107309e-01 2.114955358006337109e+13 1.950401605414547213e+00
3.161771010072342292e-01 2.287903754566991016e+13 1.934217491182418591e+00
3.245706624189995670e-01 2.474994836343046484e+13 1.918082476960516702e+00
3.331870479155850107e-01 2.677385107523487109e+13 1.902001563752864222e+00
3.420321728135461425e-01 2.896325644291159375e+13 1.885966071247448639e+00
3.511121094634943596e-01 3.133169828354621875e+13 1.869979973342130508e+00
3.604330914188852986e-01 3.389381712882034375e+13 1.854045843146178374e+00
3.700015177154740709e-01 3.666545072551021094e+13 1.838162564372310293e+00
3.798239572643776762e-01 3.966373193657475000e+13 1.822330927392674216e+00
3.899071533617612939e-01 4.290719464800927344e+13 1.806551167894872689e+00
4.002580283182423093e-01 4.641588833612778125e+13 1.790817707620119048e+00
4.108836882111904787e-01 5.021150200347196094e+13 1.775147406620308566e+00
4.217914277631901188e-01 5.431749824945822656e+13 1.759516260669436338e+00
4.329887353500084246e-01 5.875925830451940625e+13 1.743943859728360968e+00
4.444832981415107187e-01 6.356423892427085156e+13 1.728430588027572323e+00
4.562830073790539176e-01 6.876214211354375781e+13 1.712952521351024826e+00
4.683959637929765440e-01 7.438509872943360938e+13 1.697540499598631625e+00
4.808304831639075849e-01 8.046786709830759375e+13 1.682181990349846057e+00
4.935951020317133064e-01 8.704804787452365625e+13 1.666890621871820022e+00
5.066985835559962847e-01 9.416631646900843750e+13 1.651636709775508027e+00
5.201499235321777048e-01 1.018666744844563125e+14 1.636446512661640984e+00
5.339583565672832988e-01 1.101967217113915625e+14 1.621306190089623733e+00
5.481333624196843557e-01 1.192079503664452500e+14 1.606239311419400462e+00
5.626846725071337207e-01 1.289560633916742031e+14 1.591191768827650677e+00
5.776222765875741461e-01 1.395013187824959375e+14 1.576218683265990128e+00
5.929564296173046589e-01 1.509089020727043438e+14 1.561302492963955624e+00
6.086976587912038550e-01 1.632493292790763125e+14 1.546447799052626415e+00
6.248567707698560181e-01 1.765988827963819062e+14 1.531645108797787813e+00
6.414448590985365461e-01 1.910400829372816250e+14 1.516895607675551760e+00
6.584733118231427262e-01 2.066621980319298750e+14 1.502207810405457256e+00
6.759538193083112212e-01 2.235617962404774688e+14 1.487577374382446971e+00
6.938983822630832021e-01 2.418433424895000312e+14 1.473005289614201185e+00
7.123193199796211683e-01 2.616198442223105000e+14 1.458494342229719631e+00
7.312292787906446989e-01 2.830135499548739375e+14 1.444038152807167963e+00
7.506412407513867180e-01 3.061567049554478125e+14 1.429644277733801871e+00
7.705685325520232887e-01 3.311923687191746875e+14 1.415310994746902695e+00
7.910248346667074770e-01 3.582752992908625000e+14 1.401038297745104133e+00
8.120241907454850416e-01 3.875729099023953125e+14 1.386824723290375649e+00
8.335810172555279118e-01 4.192663038382150000e+14 1.372671486196518131e+00
8.557101133783239222e-01 4.535513939259252500e+14 1.358578757550386040e+00
8.784266711696011587e-01 4.906401135721305000e+14 1.344547902396423966e+00
9.017462859889739946e-01 5.307617268295508125e+14 1.330579715953751130e+00
9.256849672064558776e-01 5.741642455935718750e+14 1.316674501885551019e+00
9.502591491932065315e-01 6.211159626886643750e+14 1.302833038562767998e+00
9.754857026040512080e-01 6.719071103214417500e+14 1.289054836462290465e+00
1.001381945959507913e+00 7.268516541520687500e+14 1.275339803848362319e+00
1.027965657535292010e+00 7.862892340741130000e+14 1.261688965308964683e+00
1.055255087567452232e+00 8.505872636997660000e+14 1.248102322633189765e+00
1.083268970781507301e+00 9.201432015283840000e+14 1.234580212803390475e+00
1.112026539254203250e+00 9.953870078376238750e+14 1.221123766602928873e+00
1.141547535616711739e+00 1.076783802484441625e+15 1.207733675648155147e+00
1.171852226608324665e+00 1.164836740045128500e+15 1.194410188532375017e+00
1.202961416989969168e+00 1.260090120067127250e+15 1.181154249126066258e+00
1.234896463827084956e+00 1.363132751658636750e+15 1.167965918915311319e+00
1.267679291151658783e+00 1.474601593214191250e+15 1.154845070504264548e+00
1.301332405013502447e+00 1.595185689775254250e+15 1.141792131698317947e+00
1.335878908931100062e+00 1.725630432364620000e+15 1.128807539046321251e+00
1.371342519752614564e+00 1.866742165623645000e+15 1.115892022777807968e+00
1.407747583937970504e+00 2.019393172234537000e+15 1.103046483722392113e+00
1.445119094273177307e+00 2.184527064938884250e+15 1.090271611371515181e+00
1.483482707028356051e+00 2.363164619483148000e+15 1.077567666625145915e+00
1.522864759571272542e+00 2.556410084547591500e+15 1.064935706610963262e+00
1.563292288448457690e+00 2.765458007663458500e+15 1.052375736559741926e+00
1.604793047946315943e+00 2.991600619312755500e+15 1.039887769390393624e+00
1.647395529144988435e+00 3.236235820855606000e+15 1.027472098113357157e+00
1.691128979478031757e+00 3.500875825662478500e+15 1.015129515455939435e+00
1.736023422811358685e+00 3.787156506866568500e+15 1.002860478798163424e+00
1.782109680055196099e+00 4.096847509519340500e+15 9.906660225740296921e-01
1.829419390323245853e+00 4.431863189657749500e+15 9.785467364224395004e-01
1.877985032653558317e+00 4.794274447902952000e+15 9.665033896859713813e-01
1.927839948306014239e+00 5.186321530739801000e+15 9.545357842979205198e-01
1.979018363651754653e+00 5.610427878608511000e+15 9.426449618571467459e-01
2.031555413670257604e+00 6.069215106410435000e+15 9.308303072055639227e-01
2.085487166070174148e+00 6.565519209029825000e+15 9.190923042753560424e-01
2.140850646050519668e+00 7.102408092046360000e+15 9.074312778995602402e-01
2.197683861719200937e+00 7.683200536004500000e+15 8.958481996949910764e-01
2.256025830186308756e+00 8.311486711467112000e+15 8.843415531927730777e-01
2.315916604350133134e+00 8.991150371667685000e+15 8.729180753314071950e-01
2.377397300394262558e+00 9.726392859944842000e+15 8.615720209420164588e-01
2.440510126014634462e+00 1.052175908036104000e+16 8.503055121129783345e-01
2.505298409395945392e+00 1.138216559204328400e+16 8.391185644881933303e-01
2.571806628957303609e+00 1.231293100091101800e+16 8.280108559980956517e-01
2.640080443887513617e+00 1.331980883665737400e+16 8.169826731939541231e-01
2.710166725491008677e+00 1.440902311821356200e+16 8.060340387818863972e-01
2.782113589365920348e+00 1.558730682754423400e+16 7.951656826510530296e-01
2.855970428436360731e+00 1.686194352959924200e+16 7.843777981350743556e-01
2.931787946861633465e+00 1.824081239569646000e+16 7.736706724433951576e-01
3.009618194845637085e+00 1.973243690864752800e+16 7.630441153200012705e-01
3.089514604370326989e+00 2.134603755069697600e+16 7.524988063321749188e-01
3.171532025877821681e+00 2.309158879996621200e+16 7.420335403176587796e-01
3.255726765926298061e+00 2.497988078772554800e+16 7.316478135189916632e-01
3.342156625845550177e+00 2.702258599762934800e+16 7.213418397646456093e-01
3.430880941418710695e+00 2.923233141921496400e+16 7.111160878852297307e-01
3.521960623617434116e+00 3.162277660168378000e+16 7.009697251521009864e-01
