#  R_hMpc M_hMsun sigma
2.834769264605171112e-03 1.000000000000000596e+08 2.625442881293562625e+00
2.910023955203728911e-03 1.081774017548857331e+08 2.620895145095806900e+00
2.987276433956612479e-03 1.170235025043790340e+08 2.616386879382868180e+00
3.066579736195949521e-03 1.265929844518007487e+08 2.611881902603994554e+00
3.147988305184147486e-03 1.369450013839244246e+08 2.607333569198836187e+00
3.231558029490262055e-03 1.481435443303211331e+08 2.602686386441686039e+00
3.317346281358600577e-03 1.602578371241385341e+08 2.597885256478075444e+00
3.405411956095866222e-03 1.733627643094695508e+08 2.592884185896239480e+00
3.495815512503942270e-03 1.875393340404298306e+08 2.587646266623832236e+00
3.588619014386048266e-03 2.028751788333527744e+08 2.582136476483369858e+00
3.683886173154730936e-03 2.194650972674986422e+08 2.544916491547296822e+00
3.781682391571003238e-03 2.374116399828124940e+08 2.529701148148344458e+00
3.882074808644607987e-03 2.568257435970689952e+08 2.563641584750183888e+00
3.985132345726270266e-03 2.778274164609736800e+08 2.556764876931310493e+00
4.090925753823523164e-03 3.005464804902060032e+08 2.549532971150807459e+00
4.199527662172680177e-03 3.251233736600589156e+08 2.541951435592606057e+00
4.311012628100200673e-03 3.517100181232799292e+08 2.534033614290135628e+00
4.425457188207755632e-03 3.804707593174016476e+08 2.525805744881359782e+00
4.542939910916091867e-03 4.115833818666481972e+08 2.517298388776942897e+00
4.663541450403802142e-03 4.452402085582289696e+08 2.508535676365306166e+00
4.787344601977963805e-03 4.816492891863262057e+08 2.499538134720935556e+00
4.914434358914738718e-03 5.210356866126412749e+08 2.490328348395302704e+00
5.044897970808936288e-03 5.636428679932836294e+08 2.480922839424635207e+00
5.178825003472525834e-03 6.097342097718540430e+08 2.471323909612072267e+00
5.316307400423329194e-03 6.595946257418737411e+08 2.461527621136879951e+00
5.457439546006049962e-03 7.135323282424210310e+08 2.451529500317985999e+00
5.602318330188938052e-03 7.718807333737927675e+08 2.441317586975153997e+00
5.751043215080654629e-03 8.350005220103229284e+08 2.430876704985877268e+00
5.903716303212964110e-03 9.032818693504990339e+08 2.420201265986167360e+00
6.060442407636081226e-03 9.771468567863305807e+08 2.409292402577524861e+00
6.221329123874884577e-03 1.057052081000982642e+09 2.398158034707217556e+00
6.386486903795363448e-03 1.143491476422811508e+09 2.386823328137029243e+00
6.556029131431939661e-03 1.236999368482778072e+09 2.375324364331094618e+00
6.730072200827832800e-03 1.338153776549009085e+09 2.363703478641664635e+00
6.908735595941858411e-03 1.447579986955595732e+09 2.352012679225160330e+00
7.092141972676460800e-03 1.565954418212275743e+09 2.340301131125050116e+00
7.280417243083397126e-03 1.694008802287875175e+09 2.328613166296462644e+00
7.473690661804808719e-03 1.832534707814075470e+09 2.316987874629214961e+00
7.672094914809077411e-03 1.982388433169751406e+09 2.305452453659608825e+00
7.875766210482278498e-03 2.144496299692418098e+09 2.294031506911546447e+00
8.084844373137950110e-03 2.319860377736923695e+09 2.282746273576667040e+00
8.299472939009157335e-03 2.509564680976878643e+09 2.271623240797301158e+00
8.519799254788944926e-03 2.714781867239071369e+09 2.260697336282466718e+00
8.745974578786694029e-03 2.936780487291985989e+09 2.250011954817149107e+00
8.978154184769939275e-03 3.176932826396939754e+09 2.239617538459858448e+00
9.216497468562769024e-03 3.436723387094250202e+09 2.229562379423736918e+00
9.461168057474237877e-03 3.717758065661059856e+09 2.219887078713297601e+00
9.712333922631643038e-03 4.021774078964828014e+09 2.210616260495626761e+00
9.970167494296010638e-03 4.350650703075634956e+09 2.201758868597994745e+00
1.023484578023880348e-02 4.706420890017868996e+09 2.193310738749759015e+00
1.050655048726126424e-02 5.091283834470494270e+09 2.185261745858403160e+00
1.078546814593959666e-02 5.507618568096693993e+09 2.177602036312014544e+00
1.107179023868187784e-02 5.957998665536621094e+09 2.170321659757808774e+00
1.136571333118449947e-02 6.445208152968273163e+09 2.163406703682858367e+00
1.166743920737827941e-02 6.972258717575133324e+09 2.156829241939717257e+00
1.197717500795709815e-02 7.542408324301276207e+09 2.150541739060675361e+00
1.229513337258403803e-02 8.159181354973316193e+09 2.144478241566003973e+00
1.262153258587263120e-02 8.826390394279203415e+09 2.138562230155307553e+00
1.295659672724349190e-02 9.548159797274034500e+09 2.132717544494272754e+00
1.330055582475923870e-02 1.032895118409558678e+10 2.126873350604329360e+00
1.365364601304322641e-02 1.117359101948510170e+10 2.120960180491675118e+00
1.401610969539053911e-02 1.208730044759619713e+10 2.114902676478711996e+00
1.438819571018262744e-02 1.307572756651620483e+10 2.108617949600156471e+00
1.477015950171967767e-02 1.414498234200456429e+10 2.102024153035915166e+00
1.516226329558808400e-02 1.530167437626788521e+10 2.095053793863993263e+00
1.556477627868346411e-02 1.655295376523967552e+10 2.087660279829401055e+00
1.597797478401269053e-02 1.790655529692378235e+10 2.079812702545105640e+00
1.640214248040186562e-02 1.937084626401396942e+10 2.071487385452476904e+00
1.683757056724052847e-02 2.095487818634360886e+10 2.062668965180747715e+00
1.728455797439570896e-02 2.266844276288780975e+10 2.053361121372940357e+00
1.774341156743306988e-02 2.452213239918540955e+10 2.043592252021354749e+00
1.821444635828614253e-02 2.652740568433172989e+10 2.033406054027140808e+00
1.869798572151814761e-02 2.869665822228789902e+10 2.022847654569243314e+00
1.919436161632490090e-02 3.104329925535075760e+10 2.011962278980013341e+00
1.970391481443131351e-02 3.358183455343215561e+10 2.000802358460064045e+00
2.022699513403781665e-02 3.632795608152729797e+10 1.989423038030404323e+00
2.076396167997733230e-02 3.929863899965218353e+10 1.948588348954236826e+00
