#  R_hMpc M_hMsun sigma
5.080749015805126161e-03 9.999999999999998510e+07 4.755960028894623548e+00
5.215627787057288724e-03 1.081774017548856586e+08 4.737437983176271850e+00
5.354087188424788354e-03 1.170235025043789595e+08 4.718535364297784085e+00
5.496222274984903164e-03 1.265929844518006444e+08 4.699241065748525514e+00
5.642130625244407005e-03 1.369450013839242458e+08 4.679527983514478073e+00
5.791912408129137012e-03 1.481435443303209841e+08 4.659370420349877584e+00
5.945670451751926787e-03 1.602578371241383851e+08 4.638762727752546944e+00
6.103510314006076708e-03 1.733627643094694614e+08 4.617708963307451953e+00
6.265540355032921463e-03 1.875393340404296815e+08 4.596232009929907214e+00
6.431871811613198119e-03 2.028751788333525658e+08 4.574388333896557413e+00
6.602618873533227725e-03 2.194650972674984932e+08 4.552249643766457687e+00
6.777898761978443098e-03 2.374116399828116000e+08 4.529902685737723367e+00
6.957831810008042669e-03 2.568257435970688164e+08 4.507448617251334611e+00
7.142541545165935479e-03 2.778274164609735012e+08 4.484977993008297581e+00
7.332154774284838951e-03 3.005464804902065396e+08 4.462574878273489531e+00
7.526801670541622725e-03 3.251233736600586772e+08 4.440307885416811651e+00
7.726615862823761269e-03 3.517100181232796311e+08 4.418226187330967392e+00
7.931734527468129251e-03 3.804707593174012303e+08 4.396375886125477805e+00
8.142298482435245469e-03 4.115833818666478992e+08 4.374797605479072260e+00
8.358452283983573358e-03 4.452402085582284927e+08 4.353547741743192034e+00
8.580344325910168810e-03 4.816492891863257885e+08 4.332696358190453623e+00
8.808126941425921050e-03 5.210356866126407981e+08 4.312332600389041204e+00
9.041956507735315896e-03 5.636428679932833910e+08 4.292552579162179249e+00
9.281993553392365454e-03 6.097342097718535662e+08 4.273447397282166271e+00
9.528402868506627779e-03 6.595946257418731451e+08 4.255086600655494600e+00
9.781353617874848083e-03 7.135323282424204350e+08 4.237510131363182886e+00
1.004101945711582781e-02 7.718807333737910986e+08 4.220726240851800704e+00
1.030757865188845594e-02 8.350005220103235245e+08 4.204723567931252681e+00
1.058121420027450209e-02 9.032818693504983187e+08 4.189481018887206254e+00
1.086211395841041837e-02 9.771468567863293886e+08 4.174980733787794662e+00
1.115047076945418700e-02 1.057052081000983238e+09 4.161202724740782344e+00
1.144648259597594482e-02 1.143491476422810793e+09 4.148114468521137077e+00
1.175035265586313674e-02 1.236999368482777119e+09 4.135653490841956881e+00
1.206228956183352970e-02 1.338153776549010038e+09 4.123717618407650498e+00
1.238250746465194632e-02 1.447579986955594301e+09 4.112172876684133449e+00
1.271122620014892429e-02 1.565954418212273836e+09 4.100871148520074172e+00
1.304867144014227633e-02 1.694008802287871361e+09 4.089668522089073832e+00
1.339507484736522473e-02 1.832534707814073801e+09 4.078430993450647080e+00
1.375067423450736931e-02 1.982388433169749260e+09 4.067023678260273556e+00
1.411571372747771544e-02 2.144496299692419767e+09 4.055297581285608466e+00
1.449044393300189491e-02 2.319860377736920834e+09 4.043091677220621349e+00
1.487512211066856563e-02 2.509564680976875782e+09 4.030253945355900314e+00
1.527001234954309186e-02 2.714781867239064217e+09 4.016665508663252560e+00
1.567538574946989241e-02 2.936780487291983128e+09 4.002246862162115448e+00
1.609152060718773911e-02 3.176932826396936893e+09 3.986943625997664054e+00
1.651870260738586352e-02 3.436723387094252110e+09 3.970713381263275998e+00
1.695722501883211927e-02 3.717758065661057949e+09 3.953534261863830501e+00
