#  R_hMpc M_hMsun sigma
7.185797012103772863e-02 8.624679630538977051e+10 5.875595427863693487e+00
7.376558545185801785e-02 9.329954333999920654e+10 5.838278706674819851e+00
7.572384229459763749e-02 1.009290218343845825e+11 5.801011772737254546e+00
7.773408503074057119e-02 1.091823934370582428e+11 5.763665221578057718e+00
7.979769373109982245e-02 1.181106763940061798e+11 5.726546052946234866e+00
8.191608510326280068e-02 1.277690609181569366e+11 5.689440540050272332e+00
8.409071346418854620e-02 1.382172503478789368e+11 5.652500794786245564e+00
8.632307173862495409e-02 1.495198302033808899e+11 5.615721046360597768e+00
8.861469248403051890e-02 1.617466674223341064e+11 5.579006445495104494e+00
9.096714894270485630e-02 1.749733422425968628e+11 5.542288476569479982e+00
9.338205612185035420e-02 1.892816154017247314e+11 5.505639173362987471e+00
9.586107190230604147e-02 2.047599335412612000e+11 5.469075370827011007e+00
9.840589817671491213e-02 2.215039759399665222e+11 5.432616667381989117e+00
1.010182820179067603e-01 2.396172459556228027e+11 5.396207638782454907e+00
1.037000168782972742e-01 2.592117108314061279e+11 5.359885334331305984e+00
1.064529438211284512e-01 2.804084938218020630e+11 5.323622823185853115e+00
1.092789527843942704e-01 3.033386229164345093e+11 5.287467025313666191e+00
1.121799838783197195e-01 3.281438407900483398e+11 5.251361123799495267e+00
1.151580287172846995e-01 3.549774809853623657e+11 5.215336191235439678e+00
1.182151317871058260e-01 3.840054157449081421e+11 5.179414958858435725e+00
1.213533918486157243e-01 4.154070813508874512e+11 5.143558070295211060e+00
1.245749633785035032e-01 4.493765873111934204e+11 5.107781245265500480e+00
1.278820580484048564e-01 4.861239162480241699e+11 5.072081666655156695e+00
1.312769462432575307e-01 5.258762219062080078e+11 5.036472052582795733e+00
1.347619586199652886e-01 5.688792333048922119e+11 5.000940455484252034e+00
1.383394877074388130e-01 6.153987737123455811e+11 4.965492649788997070e+00
1.420119895491137596e-01 6.657224038334422607e+11 4.930123929630331858e+00
1.457819853890724160e-01 7.201611993671849365e+11 4.894847053173892348e+00
1.496520634029265273e-01 7.790516739222412109e+11 4.859651298762761584e+00
1.536248804746508378e-01 8.427578591770234375e+11 4.824541339857494116e+00
1.577031640205853735e-01 9.116735551428017578e+11 4.789514549522252196e+00
1.618897138618598242e-01 9.862247644398756104e+11 4.754575658416526629e+00
1.661874041465256913e-01 1.066872325634297241e+12 4.719721353484251480e+00
1.705991853227147026e-01 1.154114761913105225e+12 4.684953610857761852e+00
1.751280861641786868e-01 1.248491362707179443e+12 4.650272953117566388e+00
1.797772158496023509e-01 1.350585517310789551e+12 4.615680164604741620e+00
1.845497660971147647e-01 1.461028321104593750e+12 4.581177134291819719e+00
1.894490133554656563e-01 1.580502476673974365e+12 4.546764891929638175e+00
1.944783210533721496e-01 1.709746513937521729e+12 4.512441194439469783e+00
1.996411419085773187e-01 1.849559355372341797e+12 4.478208210835205705e+00
2.049410202982087925e-01 2.000805254556208740e+12 4.444063472786633717e+00
2.103815946920624957e-01 2.164419138554131592e+12 4.410010000939571739e+00
2.159666001504828015e-01 2.341412387173333496e+12 4.376046274353098120e+00
2.216998708885547786e-01 2.532879084811150879e+12 4.342175277702514435e+00
2.275853429083673218e-01 2.740002783541628418e+12 4.308397471404273205e+00
2.336270567011549670e-01 2.964063819246873047e+12 4.274703375052725463e+00
2.398291600211743813e-01 3.206447226017891113e+12 4.241113535941625656e+00
2.461959107332183649e-01 3.468651297747759277e+12 4.207628192638880549e+00
2.527316797357225808e-01 3.752296849840642578e+12 4.174226892619485874e+00
2.594409539614732085e-01 4.059137238288028809e+12 4.140919834133086397e+00
2.663283394579729624e-01 4.391069198045003906e+12 4.107707385227540975e+00
2.733985645495831673e-01 4.750144567704168945e+12 4.074590491592602781e+00
2.806564830836104085e-01 5.138582972943213867e+12 4.041570607691086003e+00
2.881070777625666657e-01 5.558785547148918945e+12 4.008648019546381391e+00
2.957554635648925734e-01 6.013349774031791992e+12 3.975824961320535866e+00
3.036068912564895417e-01 6.505085543980878906e+12 3.943100992470907951e+00
3.116667509954721416e-01 7.037032523411170898e+12 3.910466790939899795e+00
3.199405760326178849e-01 7.612478944472457031e+12 3.877940637287422554e+00
3.284340465100510920e-01 8.234981931268049805e+12 3.845523350381627292e+00
3.371529933607705365e-01 8.908389488230058594e+12 3.813195933347511613e+00
3.461034023117000036e-01 9.636864286572617188e+12 3.780969096774621452e+00
3.552914179930054539e-01 1.042490939585875000e+13 3.748844232268897958e+00
3.647233481565032021e-01 1.127739611974091992e+13 3.716823379360479684e+00
3.744056680060556253e-01 1.219959410794202344e+13 3.684905205284764840e+00
3.843450246429231387e-01 1.319720393061377539e+13 3.653093685310440097e+00
3.945482416291303251e-01 1.427639231643159961e+13 3.621381099968592032e+00
4.050223236719736053e-01 1.544383027224983008e+13 3.589774755792800587e+00
4.157744614328886534e-01 1.670673431995432031e+13 3.558274801443441326e+00
4.268120364639807485e-01 1.807291110541831641e+13 3.526864576341483204e+00
4.381426262756036860e-01 1.955080565531171484e+13 3.495585525840880337e+00
4.497740095384674675e-01 2.114955358006341406e+13 3.464401072349532207e+00
4.617141714238489070e-01 2.287903754566996484e+13 3.433300446109037285e+00
4.739713090855663391e-01 2.474994836343051562e+13 3.402371703484853072e+00
4.865538372874850803e-01 2.677385107523493359e+13 3.371497642609226908e+00
4.994703941804181091e-01 2.896325644291166016e+13 3.340748640190984275e+00
5.127298472323832401e-01 3.133169828354627734e+13 3.310099401833497268e+00
5.263412993162946973e-01 3.389381712882042188e+13 3.279578565137544199e+00
5.403140949592611930e-01 3.666545072551030469e+13 3.249158547820353959e+00
5.546578267577859656e-01 3.966373193657482812e+13 3.218850279499630318e+00
5.693823419632725313e-01 4.290719464800938281e+13 3.188654856206545762e+00
5.844977492423535370e-01 4.641588833612788281e+13 3.158573049903385499e+00
6.000144256166870527e-01 5.021150200347208594e+13 3.128616072871547971e+00
6.159430235869853831e-01 5.431749824945834375e+13 3.098752919298206621e+00
6.322944784461641543e-01 5.875925830451955469e+13 3.069015761859447800e+00
6.490800157866322140e-01 6.356423892427097656e+13 3.039392870269427505e+00
6.663111592068824418e-01 6.876214211354390625e+13 3.009885431487371754e+00
6.839997382226649103e-01 7.438509872943379688e+13 2.980494509102016742e+00
7.021578963881794921e-01 8.046786709830779688e+13 2.951222215823642525e+00
7.207980996328643419e-01 8.704804787452381250e+13 2.922068146704261959e+00
7.399331448194974570e-01 9.416631646900868750e+13 2.893037175675856165e+00
7.595761685294939447e-01 1.018666744844565156e+14 2.864120243948926170e+00
7.797406560814232890e-01 1.101967217113917969e+14 2.835331220073188607e+00
8.004404507889465448e-01 1.192079503664455625e+14 2.806660577093619491e+00
8.216897634645169424e-01 1.289560633916744375e+14 2.778109705204257818e+00
8.435031821753813386e-01 1.395013187824962031e+14 2.749680465195048829e+00
8.658956822585753832e-01 1.509089020727046875e+14 2.721375023291336959e+00
8.888826366017790193e-01 1.632493292790766562e+14 2.693195905231121845e+00
9.124798261971061031e-01 1.765988827963823125e+14 2.665142030606161061e+00
9.367034509750660209e-01 1.910400829372821250e+14 2.637215375940199280e+00
9.615701409261254717e-01 2.066621980319303438e+14 2.609416389019798110e+00
9.870969675175245150e-01 2.235617962404778750e+14 2.581745515297402260e+00
1.013301455413174068e+00 2.418433424895005000e+14 2.554201843969011509e+00
1.040201594504673643e+00 2.616198442223111250e+14 2.526788552505004670e+00
1.067815852261724263e+00 2.830135499548744375e+14 2.499503189666348213e+00
1.096163186410411550e+00 3.061567049554485625e+14 2.472350390850243329e+00
1.125263057948045820e+00 3.311923687191753125e+14 2.445327959730350553e+00
1.155135444503520237e+00 3.582752992908633125e+14 2.418440828827001621e+00
1.185800854052345477e+00 3.875729099023961875e+14 2.391688748106296281e+00
1.217280338995767597e+00 4.192663038382158125e+14 2.365072432734454555e+00
1.249595510613656923e+00 4.535513939259263125e+14 2.338592701467045565e+00
1.282768553901069364e+00 4.906401135721316875e+14 2.312248474128926201e+00
1.316822242798683762e+00 5.307617268295518125e+14 2.286041122844361784e+00
1.351779955827548729e+00 5.741642455935731250e+14 2.259972212388145163e+00
1.387665692138894791e+00 6.211159626886656250e+14 2.234042923980410045e+00
1.424504087990026147e+00 6.719071103214432500e+14 2.208255104018061576e+00
1.462320433657581242e+00 7.268516541520703750e+14 2.182610033811642758e+00
1.501140690799805055e+00 7.862892340741145000e+14 2.157108919976880923e+00
1.540991510279738463e+00 8.505872636997678750e+14 2.131752339154031173e+00
1.581900250461545587e+00 9.201432015283861250e+14 2.106540803133797546e+00
1.623894995992568813e+00 9.953870078376263750e+14 2.081474527538472952e+00
1.667004577083990524e+00 1.076783802484443625e+15 2.056554550940639992e+00
1.711258589303326305e+00 1.164836740045130500e+15 2.031781297069932712e+00
1.756687413892363159e+00 1.260090120067130000e+15 2.007157597609461330e+00
1.803322238624478491e+00 1.363132751658639500e+15 1.982684212907817711e+00
1.851195079215645745e+00 1.474601593214194250e+15 1.958362547108623675e+00
1.900338801303850023e+00 1.595185689775257750e+15 1.934194470970115098e+00
1.950787143011997404e+00 1.725630432364624250e+15 1.910179254998314757e+00
2.002574738109780039e+00 1.866742165623649000e+15 1.886318244031000679e+00
2.055737139790441592e+00 2.019393172234542000e+15 1.862610865351877809e+00
2.110310845078741337e+00 2.184527064938889000e+15 1.839057713968790919e+00
2.166333319886863062e+00 2.363164619483152500e+15 1.815660744066738275e+00
2.223843024735498108e+00 2.556410084547596500e+15 1.792420751833541770e+00
2.282879441157749767e+00 2.765458007663465500e+15 1.769339630427340104e+00
2.343483098803960996e+00 2.991600619312761500e+15 1.746417894472845456e+00
2.405695603266120308e+00 3.236235820855613500e+15 1.723656326642765579e+00
2.469559664640903929e+00 3.500875825662486000e+15 1.701054648421033821e+00
2.535119126851001603e+00 3.787156506866577500e+15 1.678613018424981007e+00
2.602418997744807783e+00 4.096847509519350000e+15 1.656330865570406097e+00
2.671505479995194055e+00 4.431863189657759500e+15 1.634206953327058232e+00
2.742426002818553865e+00 4.794274447902964000e+15 1.612247655523130652e+00
2.815229254535865699e+00 5.186321530739814000e+15 1.590447866985577274e+00
2.889965215998183456e+00 5.610427878608523000e+15 1.568810774773171879e+00
2.966685194899474798e+00 6.069215106410451000e+15 1.547335602401830323e+00
3.045441861000331762e+00 6.565519209029841000e+15 1.526024174858277460e+00
3.126289282286800031e+00 7.102408092046377000e+15 1.504874098361258739e+00
3.209282962089112790e+00 7.683200536004515000e+15 1.483885073067935378e+00
3.294479877185790606e+00 8.311486711467129000e+15 1.463056406714630331e+00
3.381938516919318349e+00 8.991150371667703000e+15 1.442388521387518052e+00
3.471718923350229691e+00 9.726392859944862000e+15 1.421881085919536547e+00
3.563882732477131832e+00 1.052175908036106600e+16 1.401534297075061941e+00
3.658493216551027771e+00 1.138216559204331200e+16 1.381348859770911375e+00
3.755615327512964008e+00 1.231293100091105000e+16 1.361324695359599435e+00
3.855315741584778522e+00 1.331980883665740600e+16 1.341460880130707300e+00
3.957662905043638712e+00 1.440902311821359000e+16 1.321757107362989681e+00
4.062727081211757962e+00 1.558730682754426200e+16 1.302211908110180172e+00
4.170580398693509494e+00 1.686194352959928000e+16 1.282824889154563719e+00
4.281296900893130086e+00 1.824081239569649200e+16 1.263596082370243012e+00
4.394952596846977144e+00 1.973243690864757200e+16 1.244525939043210849e+00
4.511625513405183696e+00 2.134603755069702000e+16 1.225615125973701147e+00
4.631395748798628809e+00 2.309158879996626000e+16 1.206863911375655629e+00
4.754345527627928725e+00 2.497988078772560000e+16 1.188274205336541378e+00
4.880559257312241606e+00 2.702258599762940800e+16 1.169842409605525768e+00
5.010123586036581145e+00 2.923233141921503600e+16 1.151569581025828404e+00
5.143127462237494285e+00 3.162277660168378000e+16 1.133454955026881983e+00
