#  R_hMpc M_hMsun sigma
7.265490621481487249e-03 1.000000000000000000e+08 8.202316877911171034e+00
7.458367782805749510e-03 1.081774017548856288e+08 8.161362837957176097e+00
7.656365258957816174e-03 1.170235025043789297e+08 8.120718427496115055e+00
7.859618979063556429e-03 1.265929844518006444e+08 8.080470575433944092e+00
8.068268480762721268e-03 1.369450013839242160e+08 8.040694779026393846e+00
8.282457006004276950e-03 1.481435443303209841e+08 8.001481348608351141e+00
8.502331599384814476e-03 1.602578371241383851e+08 7.962951708226785996e+00
8.728043209097487154e-03 1.733627643094694018e+08 7.925255446350726984e+00
8.959746790560909474e-03 1.875393340404296815e+08 7.888570032487025152e+00
9.197601412799093212e-03 2.028751788333524764e+08 7.853066126965432048e+00
9.441770367645391931e-03 2.194650972674984932e+08 7.818890674797727591e+00
9.692421281845534434e-03 2.374116399828115702e+08 7.786134334959040615e+00
9.949726232136701237e-03 2.568257435970686972e+08 7.754833490282273978e+00
1.021386186338148552e-02 2.778274164609734416e+08 7.724975565383289222e+00
1.048500950983807453e-02 3.005464804902061224e+08 7.696526240874978164e+00
1.076335531964975160e-02 3.251233736600586176e+08 7.669450032133690698e+00
1.104909038263922512e-02 3.517100181232795715e+08 7.643712376882604964e+00
1.134241086149548501e-02 3.804707593174006343e+08 7.619266722030879180e+00
1.164351812644335953e-02 4.115833818666483760e+08 7.596019220576721409e+00
1.195261889348805083e-02 4.452402085582285523e+08 7.573808510335963362e+00
1.226992536632974182e-02 4.816492891863248944e+08 7.552406577762031503e+00
1.259565538204555218e-02 5.210356866126415730e+08 7.531545286647179260e+00
1.293003256063891999e-02 5.636428679932830334e+08 7.510955580012716126e+00
1.327328645855913904e-02 6.097342097718535662e+08 7.490386699153241956e+00
1.362565272629627684e-02 6.595946257418740988e+08 7.469594481805232000e+00
1.398737327015987623e-02 7.135323282424203157e+08 7.448315919409964181e+00
1.435869641835233607e-02 7.718807333737922907e+08 7.426260676221406953e+00
1.473987709145103270e-02 8.350005220103231668e+08 7.403138535508160700e+00
