#  R_hMpc M_hMsun sigma
5.146095047178393944e-01 5.021150200347209375e+13 2.298227987315888399e+00
5.282708561160495142e-01 5.431749824945833594e+13 2.277013927951230698e+00
5.422948757516602436e-01 5.875925830451953906e+13 2.255876419967113300e+00
5.566911913874436069e-01 6.356423892427097656e+13 2.234817083766960089e+00
5.714696863746321354e-01 6.876214211354391406e+13 2.213836029985388532e+00
5.866405064380306733e-01 7.438509872943379688e+13 2.192943351194443391e+00
6.022140666412534316e-01 8.046786709830776562e+13 2.172111552310963756e+00
6.182010585368703515e-01 8.704804787452384375e+13 2.151375647592173479e+00
6.346124575063634143e-01 9.416631646900868750e+13 2.130712619684695053e+00
6.514595302949430788e-01 1.018666744844565625e+14 2.110124913207062303e+00
6.687538427463848301e-01 1.101967217113917969e+14 2.089622532326698146e+00
6.865072677432109138e-01 1.192079503664455781e+14 2.069201295643883665e+00
7.047319933576506878e-01 1.289560633916744844e+14 2.048861431515999865e+00
7.234405312189919890e-01 1.395013187824962344e+14 2.028605148374730938e+00
7.426457251030608164e-01 1.509089020727046875e+14 2.008434954878643541e+00
7.623607597497188415e-01 1.632493292790766562e+14 1.988344267358100659e+00
7.825991699144468905e-01 1.765988827963822812e+14 1.968341113369653117e+00
8.033748496602206579e-01 1.910400829372820312e+14 1.948420847275029066e+00
8.247020618960508864e-01 2.066621980319303750e+14 1.928584125533950422e+00
8.465954481687503197e-01 2.235617962404779062e+14 1.908832025727953408e+00
8.690700387146443884e-01 2.418433424895005312e+14 1.889166002039669001e+00
8.921412627781154514e-01 2.616198442223110000e+14 1.869587986395272017e+00
9.158249592040825782e-01 2.830135499548745000e+14 1.850096634282721642e+00
9.401373873116799507e-01 3.061567049554484375e+14 1.830691863568722377e+00
9.650952380565909206e-01 3.311923687191753750e+14 1.811381363848198145e+00
9.907156454897168008e-01 3.582752992908633750e+14 1.792157019412285779e+00
1.017016198520040104e+00 3.875729099023961875e+14 1.773021048753248730e+00
1.044014952989747114e+00 4.192663038382160000e+14 1.753974795997957248e+00
1.071730444069919352e+00 4.535513939259263125e+14 1.735019476412395845e+00
1.100181698985287726e+00 4.906401135721316875e+14 1.716155483009354166e+00
1.129388250076797773e+00 5.307617268295520000e+14 1.697382528248629008e+00
1.159370148210935092e+00 5.741642455935728750e+14 1.678703533783626467e+00
1.190147976545039787e+00 6.211159626886655000e+14 1.660118630618815372e+00
1.221742864658048600e+00 6.719071103214433750e+14 1.641628191640297052e+00
1.254176503056354974e+00 7.268516541520703750e+14 1.623232300184065169e+00
1.287471158064768417e+00 7.862892340741146250e+14 1.604931163085222545e+00
1.321649687112784299e+00 8.505872636997676250e+14 1.586725093515693574e+00
1.356735554426647061e+00 9.201432015283865000e+14 1.568615855852718122e+00
1.392752847138001515e+00 9.953870078376261250e+14 1.550602971710036027e+00
1.429726291820184070e+00 1.076783802484443625e+15 1.532689001630787473e+00
1.467681271463487258e+00 1.164836740045130750e+15 1.514874562463846219e+00
1.506643842901082442e+00 1.260090120067129750e+15 1.497159993629740171e+00
1.546640754697547360e+00 1.363132751658639750e+15 1.479546089578542611e+00
1.587699465512268482e+00 1.474601593214194000e+15 1.462033204550867937e+00
1.629848162950350066e+00 1.595185689775258000e+15 1.444621041436487285e+00
1.673115782913959126e+00 1.725630432364624000e+15 1.427310789834466576e+00
1.717532029467376598e+00 1.866742165623649000e+15 1.410102807670513991e+00
1.763127395229421301e+00 2.019393172234541750e+15 1.392998686210608961e+00
1.809933182307231769e+00 2.184527064938889250e+15 1.375999604113968156e+00
1.857981523785762645e+00 2.363164619483153000e+15 1.359105979748231219e+00
1.907305405787779184e+00 2.556410084547597000e+15 1.342319152903947987e+00
1.957938690119478409e+00 2.765458007663465500e+15 1.325638767644744531e+00
2.009916137517268275e+00 2.991600619312762500e+15 1.309065305661253342e+00
2.063273431511697176e+00 3.236235820855612500e+15 1.292598839905114483e+00
2.118047202924890904e+00 3.500875825662486000e+15 1.276239643072578644e+00
2.174275055018332292e+00 3.787156506866577500e+15 1.259989130472782826e+00
2.231995589308221284e+00 4.096847509519349500e+15 1.243848396986054317e+00
2.291248432066174345e+00 4.431863189657758000e+15 1.227817603189768736e+00
2.352074261523439347e+00 4.794274447902963000e+15 1.211897896333110181e+00
2.414514835797278991e+00 5.186321530739812000e+15 1.196089356720398511e+00
2.478613021558740748e+00 5.610427878608524000e+15 1.180392213071688623e+00
2.544412823461467354e+00 6.069215106410448000e+15 1.164806219014345556e+00
2.611959414351736619e+00 6.565519209029839000e+15 1.149331135751624933e+00
2.681299166280505908e+00 7.102408092046377000e+15 1.133967393365878484e+00
2.752479682338737632e+00 7.683200536004516000e+15 1.118715574907749977e+00
2.825549829337833163e+00 8.311486711467132000e+15 1.103576055807720335e+00
2.900559771357658523e+00 8.991150371667703000e+15 1.088549685263138000e+00
2.977561004185172777e+00 9.726392859944862000e+15 1.073635870311832274e+00
3.056606390667269579e+00 1.052175908036106200e+16 1.058835913258839634e+00
3.137750197002163066e+00 1.138216559204331200e+16 1.044147950659129576e+00
3.221048129994197762e+00 1.231293100091105000e+16 1.029571915880276300e+00
3.306557375297637602e+00 1.331980883665740600e+16 1.015107419183141513e+00
3.394336636675741481e+00 1.440902311821359200e+16 1.000754779959174057e+00
3.484446176302050002e+00 1.558730682754426600e+16 9.865133295584056494e-01
3.576947856131523107e+00 1.686194352959928000e+16 9.723838386303850223e-01
3.671905180369985366e+00 1.824081239569649600e+16 9.583665334496960231e-01
3.769383339071015193e+00 1.973243690864758000e+16 9.444613311066860639e-01
3.869449252890161617e+00 2.134603755069701600e+16 9.306676294569106167e-01
3.972171619027296430e+00 2.309158879996626000e+16 9.169848342278474895e-01
4.077620958388569861e+00 2.497988078772558800e+16 9.034122984370615006e-01
4.185869664000406054e+00 2.702258599762940400e+16 8.899497438044409181e-01
4.296992050708698940e+00 2.923233141921502800e+16 8.765972081895235801e-01
4.411064406197415799e+00 3.162277660168378800e+16 8.633550303219302835e-01
