#  R_hMpc M_hMsun sigma
5.881380790666658302e-03 1.000000000000001341e+08 5.681948374010340252e+00
6.037513953679332981e-03 1.081774017548857778e+08 5.656432707788161096e+00
6.197791987677235374e-03 1.170235025043791533e+08 5.630383104102563152e+00
6.362324926654133565e-03 1.265929844518008828e+08 5.603852554988993262e+00
6.531225725678964714e-03 1.369450013839245141e+08 5.576923772173620897e+00
6.704610338441706688e-03 1.481435443303212225e+08 5.549692962799638529e+00
6.882597796857866865e-03 1.602578371241386831e+08 5.522280041682764207e+00
7.065310292786170301e-03 1.733627643094697297e+08 5.494802901627263481e+00
7.252873261915674004e-03 1.875393340404299498e+08 5.467366221172142993e+00
7.445415469879833326e-03 2.028751788333528936e+08 5.440065189066974227e+00
7.643069100656573085e-03 2.194650972674988210e+08 5.412966625555409195e+00
7.845969847315188012e-03 2.374116399828119278e+08 5.386128577614567092e+00
8.054257005172303988e-03 2.568257435970691741e+08 5.359601864590802123e+00
8.268073567420776079e-03 2.778274164609739184e+08 5.333445052987529245e+00
8.487566323297337026e-03 3.005464804902069569e+08 5.307738144664718050e+00
8.712885958856253152e-03 3.251233736600591540e+08 5.282579041257116081e+00
8.944187160418268223e-03 3.517100181232802272e+08 5.258085763543307145e+00
9.181628720765725588e-03 3.804707593174018860e+08 5.234372370802598873e+00
9.425373648156938622e-03 4.115833818666486144e+08 5.211538875956787997e+00
9.675589278234555252e-03 4.452402085582292676e+08 5.189647969531311134e+00
9.932447388904693669e-03 4.816492891863263249e+08 5.168726641699646684e+00
1.019612431826583988e-02 5.210356866126416326e+08 5.148767799549363922e+00
1.046680108566842328e-02 5.636428679932842255e+08 5.129749398423794737e+00
1.074466351598806109e-02 6.097342097718535662e+08 5.111647330122058186e+00
1.102990236719801967e-02 6.595946257418743372e+08 5.094438831340127649e+00
1.132271346132824805e-02 7.135323282424213886e+08 5.078094087957680358e+00
1.162329781890101242e-02 7.718807333737921715e+08 5.062553056101479321e+00
1.193186179693543451e-02 8.350005220103245974e+08 5.047711610479696631e+00
1.224861723061556294e-02 9.032818693504999876e+08 5.033420251577795490e+00
1.257378157871939968e-02 9.771468567863311768e+08 5.019501199244458256e+00
1.290757807290854667e-02 1.057052081000984788e+09 5.005774730627646996e+00
1.325023587098112833e-02 1.143491476422812462e+09 4.992072926881673034e+00
1.360199021419307083e-02 1.236999368482779026e+09 4.978233256621594549e+00
1.396308258875578884e-02 1.338153776549012184e+09 4.964081760777713903e+00
1.433376089162120837e-02 1.447579986955596685e+09 4.949425919710494171e+00
1.471427960066785078e-02 1.565954418212276697e+09 4.934071356607543812e+00
1.510489994940481667e-02 1.694008802287873983e+09 4.917853193906907450e+00
1.550589010631373520e-02 1.832534707814076662e+09 4.900655200184787397e+00
1.591752535895162371e-02 1.982388433169752836e+09 4.882400980516528044e+00
1.634008830294114700e-02 2.144496299692422628e+09 4.863033129907599061e+00
1.677386903597805415e-02 2.319860377736925125e+09 4.842511481317930411e+00
1.721916535698888098e-02 2.509564680976879597e+09 4.820836651347321755e+00
1.767628297057569770e-02 2.714781867239068508e+09 4.798067443379769870e+00
1.814553569688831872e-02 2.936780487291988373e+09 4.774303485185921403e+00
1.862724568706792747e-02 3.176932826396942139e+09 4.749651275748143497e+00
1.912174364441008440e-02 3.436723387094257832e+09 4.724215816555129344e+00
