#  R_hMpc M_hMsun sigma
4.356353409486808485e-03 1.000000000000002235e+08 4.031951331940207162e+00
4.472001632452341988e-03 1.081774017548858523e+08 4.018659726021495793e+00
4.590719971686666075e-03 1.170235025043791980e+08 4.004939709834673067e+00
4.712589929643197159e-03 1.265929844518009275e+08 3.990825781480613177e+00
4.837695172423008526e-03 1.369450013839245737e+08 3.976351920992307054e+00
4.966121587213250671e-03 1.481435443303212821e+08 3.961552809094328165e+00
5.097957341250397914e-03 1.602578371241387427e+08 3.946445842248583524e+00
5.233292942348739471e-03 1.733627643094698489e+08 3.931028313159341092e+00
5.372221301035775241e-03 1.875393340404299796e+08 3.915294086652241212e+00
5.514837794337122852e-03 2.028751788333530128e+08 3.899232539573201262e+00
5.661240331254664866e-03 2.194650972674989700e+08 3.882819929947657123e+00
5.811529419983008614e-03 2.374116399828120768e+08 3.866036807644124274e+00
5.965808236910336362e-03 2.568257435970693827e+08 3.848880144618340271e+00
6.124182697450969957e-03 2.778274164609740973e+08 3.831354239700249131e+00
6.286761528758393058e-03 3.005464804902071357e+08 3.813481614574940615e+00
6.453656344368546155e-03 3.251233736600593925e+08 3.795311849565247808e+00
6.624981720824720498e-03 3.517100181232804060e+08 3.776905462772226496e+00
6.800855276336548877e-03 3.804707593174019456e+08 3.758336781282537675e+00
6.981397751527220093e-03 4.115833818666487336e+08 3.739689584767298847e+00
7.166733092324285154e-03 4.452402085582296252e+08 3.721037766192029750e+00
7.356988535050917703e-03 4.816492891863265634e+08 3.702450511648517129e+00
7.552294693776144367e-03 5.210356866126418710e+08 3.683982031127863710e+00
7.752785649983971912e-03 5.636428679932843447e+08 3.665672503277031424e+00
7.958599044622897620e-03 6.097342097718548775e+08 3.647559488982936138e+00
8.169876172599120287e-03 6.595946257418745756e+08 3.629677321674002144e+00
8.386762079778273260e-03 7.135323282424217463e+08 3.612074849228078754e+00
8.609405662562191405e-03 7.718807333737936020e+08 3.594811659017531191e+00
8.837959770109213645e-03 8.350005220103238821e+08 3.577963787467004053e+00
9.072581309268135108e-03 9.032818693505004644e+08 3.561610506657650443e+00
