# log_stellar_mass duty_cycle
1.134999999999998010e+01 4.421454203793016846e-02
1.144999999999998153e+01 5.127284069533571964e-02
1.154999999999997939e+01 5.859089777872047988e-02
1.164999999999998082e+01 6.496568685620152106e-02
1.174999999999997868e+01 6.955458735159204819e-02
1.184999999999998010e+01 6.823421592702497152e-02
1.194999999999997797e+01 6.851219846769585065e-02
1.204999999999997939e+01 7.812508860412892275e-02
1.214999999999997726e+01 5.247864494082792042e-02
