#  R_hMpc M_hMsun sigma
2.610834214594459288e-02 1.307572756651621246e+10 3.637385874865829649e+00
2.680144095817120140e-02 1.414498234200457191e+10 3.626727204137467631e+00
2.751293948190856875e-02 1.530167437626789093e+10 3.598590238049535817e+00
2.824332617475858176e-02 1.655295376523968315e+10 3.579219776245048834e+00
2.899310246141929837e-02 1.790655529692379761e+10 3.559834499242678696e+00
2.976278307792274910e-02 1.937084626401397324e+10 3.540427981648026190e+00
3.055289642501132774e-02 2.095487818634362030e+10 3.521012925917354597e+00
3.136398493089515710e-02 2.266844276288783264e+10 3.501606131989453363e+00
3.219660542363957101e-02 2.452213239918542099e+10 3.482218571190280443e+00
3.305132951343855985e-02 2.652740568433175278e+10 3.462862144554958554e+00
3.392874398503620270e-02 2.869665822228791809e+10 3.443545660160563848e+00
3.482945120056583910e-02 3.104329925535077286e+10 3.424274235582241754e+00
3.575406951308347098e-02 3.358183455343216324e+10 3.405047705641753630e+00
3.670323369107916789e-02 3.632795608152732086e+10 3.385856007759749264e+00
3.767759535425792283e-02 3.929863899965221405e+10 3.367276861338829974e+00
3.867782342088934427e-02 4.251224659485579681e+10 3.348044085651215696e+00
3.970460456703320262e-02 4.598864379394484711e+10 3.328541909924043640e+00
4.075864369795566960e-02 4.974931995859897614e+10 3.299285441617085812e+00
4.184066443206069241e-02 5.381752172193704224e+10 3.283067759968453014e+00
4.295140959766813316e-02 5.821839668766259766e+10 3.265595517872796449e+00
4.409164174297983130e-02 6.297914888006577301e+10 3.247567804391120472e+00
4.526214365958378116e-02 6.812920690579619598e+10 3.230850643318007531e+00
4.646371891985590780e-02 7.370040586690032959e+10 3.210766644174610551e+00
4.769719242862809766e-02 7.972718414961805725e+10 3.192168172461791187e+00
4.896341098950138943e-02 8.624679630538969421e+10 3.173497631923647866e+00
5.026324388619327760e-02 9.329954333999909973e+10 3.154779360620373563e+00
5.159758347931785172e-02 1.009290218343844757e+11 3.136352915255508744e+00
5.296734581900867933e-02 1.091823934370581207e+11 3.117543640712071795e+00
5.437347127380522810e-02 1.181106763940060577e+11 3.098821407797277772e+00
5.581692517623410704e-02 1.277690609181568146e+11 3.080066851694491348e+00
5.729869848552857775e-02 1.382172503478788452e+11 3.061348555253474935e+00
5.881980846794154782e-02 1.495198302033807068e+11 3.042691486120963074e+00
6.038129939511860389e-02 1.617466674223339539e+11 3.024025367827811728e+00
6.198424326101074910e-02 1.749733422425966797e+11 3.005393421027627632e+00
6.362974051781929152e-02 1.892816154017244568e+11 2.986773807084698973e+00
6.531892083147770867e-02 2.047599335412609558e+11 2.968185805428486201e+00
6.705294385718914285e-02 2.215039759399663086e+11 2.949646384622006678e+00
6.883300003555258006e-02 2.396172459556225281e+11 2.931153577315578573e+00
7.066031140982324821e-02 2.592117108314058533e+11 2.912690683262936009e+00
7.253613246486932675e-02 2.804084938218018188e+11 2.894251248600806292e+00
7.446175098840020212e-02 3.033386229164341431e+11 2.875836135455339893e+00
7.643848895505769847e-02 3.281438407900480347e+11 2.857448044855221081e+00
7.846770343397763137e-02 3.549774809853619995e+11 2.839292481188013806e+00
8.055078752044411705e-02 3.840054157449076538e+11 2.820647276621842447e+00
8.268917129227655594e-02 4.154070813508870239e+11 2.802416876219862019e+00
8.488432279160607052e-02 4.493765873111928711e+11 2.784232172229041069e+00
8.713774903271502559e-02 4.861239162480236206e+11 2.766044945759966733e+00
8.945099703663146606e-02 5.258762219062072754e+11 2.747926329739345697e+00
9.182565489318959828e-02 5.688792333048917236e+11 2.729809710388821031e+00
9.426335285128399633e-02 6.153987737123449707e+11 2.711730414892347785e+00
9.676576443806755856e-02 6.657224038334417725e+11 2.693697796025968039e+00
9.933460760786039234e-02 7.201611993671842041e+11 2.675702000368605393e+00
1.019716459215588150e-01 7.790516739222407227e+11 2.657745880333527211e+00
1.046786897573544622e-01 8.427578591770220947e+11 2.639822575634529045e+00
1.074575975535942141e-01 9.116735551428009033e+11 2.621935601073959621e+00
1.103102770846340064e-01 9.862247644398750000e+11 2.604099502189003434e+00
1.132386867705635347e-01 1.066872325634296021e+12 2.586285100409605686e+00
1.162448370216996318e-01 1.154114761913104004e+12 2.568516276814886812e+00
1.193307916187719281e-01 1.248491362707178223e+12 2.550794472072735353e+00
1.224986691297488967e-01 1.350585517310788330e+12 2.533105571081943896e+00
1.257506443642759097e-01 1.461028321104592041e+12 2.515456903320663073e+00
1.290889498667241730e-01 1.580502476673972656e+12 2.497846270911279642e+00
1.325158774488764679e-01 1.709746513937521240e+12 2.480278778522305494e+00
1.360337797633000279e-01 1.849559355372339844e+12 2.462751284816665276e+00
1.396450719184889333e-01 2.000805254556205811e+12 2.445264767196130951e+00
1.433522331368828062e-01 2.164419138554128662e+12 2.427818022886919724e+00
1.471578084569012401e-01 2.341412387173331543e+12 2.410416488311788452e+00
1.510644104801625864e-01 2.532879084811148438e+12 2.393055376981771509e+00
1.550747211650858326e-01 2.740002783541625488e+12 2.375735404975563902e+00
1.591914936681069204e-01 2.964063819246869141e+12 2.358458824054317393e+00
1.634175542337748532e-01 3.206447226017888184e+12 2.341222766563759716e+00
1.677558041350233897e-01 3.468651297747756348e+12 2.324030016010223409e+00
1.722092216649511731e-01 3.752296849840638672e+12 2.306923614598135330e+00
1.767808641814786474e-01 4.059137238288025391e+12 2.289772633398206469e+00
1.814738702062830833e-01 4.391069198044998047e+12 2.272710366461718756e+00
1.862914615794555584e-01 4.750144567704165039e+12 2.255691875041696992e+00
1.912369456713566562e-01 5.138582972943209961e+12 2.238717743011787942e+00
1.963137176531903338e-01 5.558785547148913086e+12 2.221787653095867121e+00
2.015252628278558222e-01 6.013349774031785156e+12 2.204901977661920753e+00
2.068751590226756143e-01 6.505085543980874023e+12 2.188060120908994932e+00
2.123670790456433088e-01 7.037032523411165039e+12 2.171263525717880949e+00
2.180047932068785443e-01 7.612478944472449219e+12 2.154511267731570978e+00
2.237921719070180837e-01 8.234981931268038086e+12 2.137805462665700151e+00
2.297331882943208503e-01 8.908389488230050781e+12 2.121140471292924712e+00
2.358319209923123716e-01 9.636864286572607422e+12 2.104526763277695167e+00
2.420925568998389676e-01 1.042490939585874023e+13 2.087959777175785625e+00
2.485193940654550626e-01 1.127739611974091211e+13 2.071444308397078604e+00
2.551168446381180677e-01 1.219959410794200781e+13 2.054970342077011125e+00
2.618894378962136060e-01 1.319720393061375977e+13 2.038542864322161918e+00
2.688418233569944138e-01 1.427639231643158008e+13 2.022162189860205128e+00
2.759787739685640728e-01 1.544383027224981445e+13 2.005829152141805238e+00
2.833051893865983772e-01 1.670673431995429883e+13 1.989544069391869119e+00
2.908260993380554771e-01 1.807291110541829297e+13 1.973307046042060309e+00
2.985466670741809270e-01 1.955080565531168750e+13 1.957119543313874166e+00
3.064721929151797974e-01 2.114955358006339453e+13 1.940976062167876215e+00
3.146081178889907348e-01 2.287903754566993750e+13 1.924886402481286840e+00
3.229600274666571957e-01 2.474994836343048438e+13 1.908845398134737303e+00
3.315336553968618039e-01 2.677385107523489453e+13 1.892858084847106381e+00
3.403348876422574998e-01 2.896325644291162109e+13 1.876915376667671387e+00
3.493697664202943809e-01 3.133169828354625000e+13 1.861022484618246819e+00
3.586444943513208972e-01 3.389381712882037891e+13 1.845180679879314445e+00
3.681654387168031284e-01 3.666545072551026562e+13 1.829389380086120953e+00
3.779391358305869697e-01 3.966373193657480469e+13 1.813649294373741006e+00
3.879722955262061013e-01 4.290719464800933594e+13 1.797962028938876244e+00
3.982718057633128916e-01 4.641588833612782031e+13 1.782324668158130843e+00
4.088447373563964815e-01 5.021150200347202344e+13 1.766738565869034217e+00
4.196983488290356723e-01 5.431749824945828906e+13 1.751202233585786860e+00
4.308400913970162893e-01 5.875925830451946875e+13 1.735714986744552046e+00
4.422776140837355041e-01 6.356423892427090625e+13 1.720278417228640722e+00
4.540187689714067498e-01 6.876214211354383594e+13 1.704901814691858863e+00
4.660716165916662379e-01 7.438509872943371875e+13 1.689578326983639522e+00
4.784444314592846692e-01 8.046786709830770312e+13 1.674308060192092995e+00
4.911457077527843773e-01 8.704804787452373438e+13 1.659104096544871565e+00
5.041841651458564000e-01 9.416631646900856250e+13 1.643920510503433130e+00
5.175687547935885480e-01 1.018666744844564844e+14 1.628834384302970673e+00
5.313086654776051354e-01 1.101967217113916406e+14 1.613780690589941225e+00
5.454133299143485436e-01 1.192079503664454219e+14 1.598800756296629544e+00
5.598924312308184437e-01 1.289560633916742656e+14 1.583837943910399781e+00
5.747559096122296651e-01 1.395013187824960781e+14 1.568950069202770248e+00
5.900139691261440111e-01 1.509089020727045312e+14 1.554124557621963776e+00
6.056770847277586078e-01 1.632493292790764688e+14 1.539343760943284956e+00
6.217560094511682678e-01 1.765988827963820938e+14 1.524625098980411098e+00
6.382617817915349212e-01 1.910400829372818750e+14 1.509967694351770806e+00
6.552057332832257330e-01 2.066621980319301250e+14 1.495359412520159692e+00
6.725994962791342902e-01 2.235617962404777188e+14 1.480811345350099506e+00
6.904550119365194805e-01 2.418433424895003750e+14 1.466321870860142873e+00
7.087845384148386829e-01 2.616198442223107188e+14 1.451892342273774172e+00
7.276006592912153126e-01 2.830135499548741875e+14 1.437517801163517683e+00
7.469162921993113269e-01 3.061567049554481250e+14 1.423206115142302552e+00
7.667446976975309525e-01 3.311923687191750000e+14 1.408951001816954429e+00
7.870994883726536440e-01 3.582752992908628750e+14 1.394758758636971852e+00
8.079946381851436099e-01 3.875729099023955625e+14 1.380624801619557473e+00
8.294444920625404505e-01 4.192663038382154375e+14 1.366550720201255453e+00
8.514637757475348456e-01 4.535513939259257500e+14 1.352536164556300546e+00
8.740676059074764526e-01 4.906401135721311875e+14 1.338583830129723706e+00
8.972715005122637866e-01 5.307617268295513125e+14 1.324693309250598361e+00
9.210913894877281738e-01 5.741642455935723750e+14 1.310865176370402008e+00
9.455436256518401361e-01 6.211159626886650000e+14 1.297100349766008076e+00
9.706449959412412065e-01 6.719071103214426250e+14 1.283398322837803640e+00
9.964127329357970186e-01 7.268516541520696250e+14 1.269759508740204046e+00
1.022864526689101883e+00 7.862892340741138750e+14 1.256183626579825630e+00
1.050018536873048802e+00 8.505872636997671250e+14 1.242671737195261139e+00
1.077893405244791492e+00 9.201432015283851250e+14 1.229223789196897787e+00
1.106508268444677867e+00 9.953870078376253750e+14 1.215841119709278884e+00
1.135882771133928548e+00 1.076783802484442500e+15 1.202524243586364339e+00
1.166037079481074379e+00 1.164836740045129750e+15 1.189273412520396311e+00
1.196991895006426221e+00 1.260090120067128500e+15 1.176089554865803022e+00
1.228768468794076529e+00 1.363132751658638000e+15 1.162972883889283215e+00
1.261388616081175362e+00 1.474601593214192000e+15 1.149923344527547853e+00
1.294874731234519016e+00 1.595185689775256250e+15 1.136941031049472084e+00
1.329249803124723295e+00 1.725630432364622250e+15 1.124026611949734411e+00
1.364537430908523641e+00 1.866742165623647250e+15 1.111180678640358632e+00
1.400761840230059674e+00 2.019393172234539250e+15 1.098403966891554173e+00
1.437947899852256572e+00 2.184527064938886750e+15 1.085697334308882933e+00
1.476121138729706850e+00 2.363164619483150500e+15 1.073061611348657296e+00
1.515307763534799124e+00 2.556410084547594000e+15 1.060496845860005033e+00
1.555534676649114267e+00 2.765458007663461500e+15 1.048003685129309082e+00
1.596829494632425961e+00 2.991600619312759500e+15 1.035582128044868044e+00
1.639220567182011923e+00 3.236235820855610000e+15 1.023232339602517138e+00
1.682736996595271650e+00 3.500875825662482500e+15 1.010954768818107086e+00
1.727408657749027299e+00 3.787156506866573500e+15 9.987504298143895509e-01
1.773266218609197864e+00 4.096847509519345500e+15 9.866196521733234803e-01
1.820341161284961151e+00 4.431863189657754000e+15 9.745638355161516664e-01
1.868665803641840650e+00 4.794274447902958000e+15 9.625829466747545249e-01
1.918273321488538352e+00 5.186321530739807000e+15 9.506778456125215548e-01
1.969197771352780846e+00 5.610427878608517000e+15 9.388486867562332305e-01
2.021474113861793764e+00 6.069215106410443000e+15 9.270950365145846916e-01
2.075138237743442637e+00 6.565519209029833000e+15 9.154179245465710046e-01
2.130226984464549833e+00 7.102408092046372000e+15 9.038168918407828434e-01
2.186778173523284519e+00 7.683200536004508000e+15 8.922931810740423186e-01
2.244830628412975315e+00 8.311486711467121000e+15 8.808476374520626262e-01
2.304424203275198479e+00 8.991150371667693000e+15 8.694801097735899154e-01
2.365599810260430758e+00 9.726392859944850000e+15 8.581917576934907643e-01
2.428399447615025242e+00 1.052175908036105000e+16 8.469822855067125067e-01
2.492866228513830773e+00 1.138216559204329600e+16 8.358519439631759695e-01
2.559044410658235513e+00 1.231293100091103200e+16 8.248004129257205941e-01
2.626979426659926453e+00 1.331980883665739000e+16 8.138277241583222743e-01
2.696717915231269025e+00 1.440902311821357400e+16 8.029333112493436397e-01
2.768307753203702148e+00 1.558730682754425400e+16 7.921202136382928805e-01
2.841798088396096933e+00 1.686194352959926200e+16 7.813860857882285460e-01
2.917239373355703158e+00 1.824081239569647600e+16 7.707323671322832137e-01
2.994683399994813033e+00 1.973243690864755200e+16 7.601585477258369083e-01
3.074183335146901896e+00 2.134603755069699200e+16 7.496655405986596410e-01
3.155793757066706728e+00 2.309158879996624000e+16 7.392521684795445580e-01
3.239570692899254034e+00 2.497988078772556800e+16 7.289178682852462954e-01
3.325571657143602700e+00 2.702258599762937600e+16 7.186629747452029093e-01
3.413855691137646975e+00 2.923233141921500400e+16 7.084874237805439678e-01
3.504483403591155177e+00 3.162277660168379200e+16 6.983909748084194957e-01
