#  R_hMpc M_hMsun sigma
2.794332377142201215e-03 9.999999999999998510e+07 2.589056441362391325e+00
2.868513588677474874e-03 1.081774017548855990e+08 2.584541470166884736e+00
2.944664090691521182e-03 1.170235025043789148e+08 2.580082577044287895e+00
3.022836161987961772e-03 1.265929844518006444e+08 2.575647478470815432e+00
3.103083469217116086e-03 1.369450013839242458e+08 2.571196266854598456e+00
3.185461103719213014e-03 1.481435443303209245e+08 2.566678293249967879e+00
3.270025619345679098e-03 1.602578371241383851e+08 2.562037723472965656e+00
3.356835071284438709e-03 1.733627643094694316e+08 2.557223667954745761e+00
3.445949055915943551e-03 1.875393340404296219e+08 2.552195459952886658e+00
3.537428751727258579e-03 2.028751788333525360e+08 2.546918528688012717e+00
3.631336961312264799e-03 2.194650972674984634e+08 2.541357411241002229e+00
3.727738154486874653e-03 2.374116399828115702e+08 2.500526402469668508e+00
3.826698512548827938e-03 2.568257435970686972e+08 2.529250362609377856e+00
3.928285973712419832e-03 2.778274164609734416e+08 2.522669334994370072e+00
4.032570279749425092e-03 3.005464804902064204e+08 2.515735820653619559e+00
4.139623023868173324e-03 3.251233736600586176e+08 2.508454509772118257e+00
4.249517699863701245e-03 3.517100181232796907e+08 2.500833173658254971e+00
4.362329752572646421e-03 3.804707593174012303e+08 2.492890835450495945e+00
4.478136629667613805e-03 4.115833818666476607e+08 2.484656954708771792e+00
4.597017834826525734e-03 4.452402085582286716e+08 2.476159415914751083e+00
4.719054982313414942e-03 4.816492891863257289e+08 2.467419322345592914e+00
4.844331853008224283e-03 5.210356866126406193e+08 2.458457831928562598e+00
4.972934451924029484e-03 5.636428679932830334e+08 2.449296134132349145e+00
5.104951067251123874e-03 6.097342097718534470e+08 2.439944208593231689e+00
5.240472330968596638e-03 6.595946257418729067e+08 2.430400015579031958e+00
5.379591281064972051e-03 7.135323282424203157e+08 2.420659785206413783e+00
5.522403425410563928e-03 7.718807333737920523e+08 2.410716556416481637e+00
5.669006807325518808e-03 8.350005220103245974e+08 2.400555397538900237e+00
5.819502072888446849e-03 9.032818693504983187e+08 2.390164798433147997e+00
5.973992540031945395e-03 9.771468567863296270e+08 2.379543258753063828e+00
6.132584269472328084e-03 1.057052081000981212e+09 2.368693708423437627e+00
6.295386137522424909e-03 1.143491476422810316e+09 2.357630997902365522e+00
6.462509910837246734e-03 1.236999368482776880e+09 2.346386396798146201e+00
6.634070323143998263e-03 1.338153776549011469e+09 2.334997594413286581e+00
6.810185154009003317e-03 1.447579986955594301e+09 2.323511128603275910e+00
6.990975309695702210e-03 1.565954418212274313e+09 2.311978678121746622e+00
7.176564906169114431e-03 1.694008802287873507e+09 2.300445651914634571e+00
7.367081354303887594e-03 1.832534707814072847e+09 2.288954639887090803e+00
7.562655447354371153e-03 1.982388433169749260e+09 2.277538473670509322e+00
7.763421450746685153e-03 2.144496299692422152e+09 2.266221888013047359e+00
7.969517194254576581e-03 2.319860377736919880e+09 2.255027905458035331e+00
8.181084166622271461e-03 2.509564680976874828e+09 2.243977989664139638e+00
8.398267612699203064e-03 2.714781867239068508e+09 2.233102820902379104e+00
8.621216633153454267e-03 2.936780487291984081e+09 2.222439642269571358e+00
8.850084286832302083e-03 3.176932826396935940e+09 2.212035925816169257e+00
9.085027695840049503e-03 3.436723387094257832e+09 2.201940553045371729e+00
9.326208153405434950e-03 3.717758065661067486e+09 2.192199371217741000e+00
9.573791234612574058e-03 4.021774078964824677e+09 2.182845048216552453e+00
9.827946910071508335e-03 4.350650703075631142e+09 2.173895468620373972e+00
1.008884966260628277e-02 4.706420890017874718e+09 2.165352145216362878e+00
1.035667860704085792e-02 5.091283834470490456e+09 2.157208174127402955e+00
1.063161761316491240e-02 5.507618568096688271e+09 2.149452612744425117e+00
1.091385543196400978e-02 5.957998665536624908e+09 2.142076370254214712e+00
1.120358582520086972e-02 6.445208152968268394e+09 2.135068792299569473e+00
1.150100769843657653e-02 6.972258717575126648e+09 2.128410735789241670e+00
1.180632523758310196e-02 7.542408324301268578e+09 2.122066779175269868e+00
1.211974804908095074e-02 8.159181354973308563e+09 2.115980979714997545e+00
1.244149130379804645e-02 8.826390394279193878e+09 2.110082303921955837e+00
1.277177588474871957e-02 9.548159797274036407e+09 2.104294666273826220e+00
1.311082853873419760e-02 1.032895118409557533e+10 2.098545178304718206e+00
1.345888203200875689e-02 1.117359101948508644e+10 2.092765431147471489e+00
1.381617531007820615e-02 1.208730044759620094e+10 2.086885267945473466e+00
1.418295366174068643e-02 1.307572756651621246e+10 2.080826738179515800e+00
1.455946888748221174e-02 1.414498234200455284e+10 2.074506992444215658e+00
1.494597947234260066e-02 1.530167437626789284e+10 2.067850265270747112e+00
1.534275076337046802e-02 1.655295376523967934e+10 2.060799324812031319e+00
1.575005515178919124e-02 1.790655529692377090e+10 2.053316429709109325e+00
1.616817225999877053e-02 1.937084626401396942e+10 2.045375039958214014e+00
1.659738913354203566e-02 2.095487818634362411e+10 2.036954605247643268e+00
1.703800043816703844e-02 2.266844276288779831e+10 2.028047036455518093e+00
1.749030866212082300e-02 2.452213239918541336e+10 2.018667137205378825e+00
1.795462432381347839e-02 2.652740568433174515e+10 2.008851564530695022e+00
1.843126618499510774e-02 2.869665822228786850e+10 1.998645205033007244e+00
1.892056146959198576e-02 3.104329925535078049e+10 1.988091811470062087e+00
1.942284608835210397e-02 3.358183455343217468e+10 1.977238557813342901e+00
1.993846486945451829e-02 3.632795608152725983e+10 1.966139959995323316e+00
2.046777179524059131e-02 3.929863899965215302e+10 1.954846096571552838e+00
2.101113024522973174e-02 4.251224659485588837e+10 1.915507523119150735e+00
2.156891324558652540e-02 4.598864379394478607e+10 1.906276388427730062e+00
2.214150372521055815e-02 4.974931995859891510e+10 1.900147266228544796e+00
2.272929477862442593e-02 5.381752172193704224e+10 1.890279520058727236e+00
2.333268993584084947e-02 5.821839668766249847e+10 1.880399817689809572e+00
2.395210343939396802e-02 6.297914888006569672e+10 1.870514570592528791e+00
2.458796052872476087e-02 6.812920690579620361e+10 1.860634264731984233e+00
2.524069773211630799e-02 7.370040586690031433e+10 1.850769818125808541e+00
2.591076316637896254e-02 7.972718414961795044e+10 1.840926903931799030e+00
2.659861684449125671e-02 8.624679630538969421e+10 1.835271794942294088e+00
2.730473099140773297e-02 9.329954333999909973e+10 1.821311309738769646e+00
2.802959036825066266e-02 1.009290218343842926e+11 1.811523024792496495e+00
2.877369260510795682e-02 1.091823934370581512e+11 1.801729999204162214e+00
2.953754854266587779e-02 1.181106763940060883e+11 1.791926183115628124e+00
3.032168258291121493e-02 1.277690609181566315e+11 1.782115403796996178e+00
3.112663304914341927e-02 1.382172503478788452e+11 1.772306758095220980e+00
3.195295255554399944e-02 1.495198302033807068e+11 1.762506269287566152e+00
3.280120838655702781e-02 1.617466674223339844e+11 1.752719706721036719e+00
3.367198288634084408e-02 1.749733422425965881e+11 1.742952404668294486e+00
3.456587385855879047e-02 1.892816154017245178e+11 1.733207183107663196e+00
3.548349497678299214e-02 2.047599335412608948e+11 1.723485158289280950e+00
3.642547620579323492e-02 2.215039759399663391e+11 1.713782782241096481e+00
3.739246423406008407e-02 2.396172459556221008e+11 1.704392357632538602e+00
3.838512291770915935e-02 2.592117108314057922e+11 1.694673365663148745e+00
3.940413373627116994e-02 2.804084938218018188e+11 1.684986160871481120e+00
4.045019626053105583e-02 3.033386229164337769e+11 1.669365217749044339e+00
4.152402863279686801e-02 3.281438407900480347e+11 1.661497829339243504e+00
4.262636805991844302e-02 3.549774809853619385e+11 1.652799395445355257e+00
4.375797131939437173e-02 3.840054157449076538e+11 1.643751206675815757e+00
4.491961527891436684e-02 4.154070813508871460e+11 1.634530584056759661e+00
4.611209742969417380e-02 4.493765873111929321e+11 1.625210004599136004e+00
4.733623643396882991e-02 4.861239162480234985e+11 1.615825446376246033e+00
4.859287268702012358e-02 5.258762219062072144e+11 1.606399781871286292e+00
4.988286889412450048e-02 5.688792333048907471e+11 1.596946701830465054e+00
5.120711066281695423e-02 6.153987737123449707e+11 1.587477553395916230e+00
5.256650711087779149e-02 6.657224038334417725e+11 1.578142612577220882e+00
5.396199149045987492e-02 7.201611993671831055e+11 1.568676943576352789e+00
5.539452182878431413e-02 7.790516739222407227e+11 1.559192538418258556e+00
5.686508158584473172e-02 8.427578591770224609e+11 1.549734866650986920e+00
5.837468032957194436e-02 9.116735551428009033e+11 1.540294931314937665e+00
5.992435442892175834e-02 9.862247644398748779e+11 1.530865952287853382e+00
6.151516776536267855e-02 1.066872325634296265e+12 1.521442737239785625e+00
