#  R_hMpc M_hMsun sigma
1.954518078122529853e-02 2.509564680976880550e+09 5.826931397668569268e+00
2.006404718448045674e-02 2.714781867239069462e+09 5.794030183130152167e+00
2.059668794712581075e-02 2.936780487291989803e+09 5.760580591455521038e+00
2.114346873742476221e-02 3.176932826396943569e+09 5.645978349457772438e+00
2.170476493104521801e-02 3.436723387094258785e+09 5.618862333721984292e+00
2.228096186876236950e-02 3.717758065661063671e+09 5.600253570982549611e+00
2.287245512100260364e-02 4.021774078964832783e+09 5.571125095535978566e+00
2.347965075941028587e-02 4.350650703075632095e+09 5.541964502474006515e+00
2.410296563562391511e-02 4.706420890017874718e+09 5.550499832133582778e+00
2.474282766745287271e-02 5.091283834470499992e+09 5.483646458052090722e+00
2.539967613265130611e-02 5.507618568096699715e+09 5.454551276041372354e+00
2.607396197049087483e-02 5.957998665536624908e+09 5.425522225735248227e+00
2.676614809133946032e-02 6.445208152968280792e+09 5.409492022288516111e+00
2.747670969445796876e-02 6.972258717575139046e+09 5.367664932598164462e+00
2.820613459423399264e-02 7.542408324301283836e+09 5.338780065613770276e+00
2.895492355507590931e-02 8.159181354973323822e+09 5.309874340440910778e+00
2.972359063519737152e-02 8.826390394279211044e+09 5.280936730739386853e+00
3.051266353952825083e-02 9.548159797274040222e+09 5.251984971179731509e+00
3.132268398199444109e-02 1.032895118409559250e+10 5.223044564007439661e+00
3.215420805741498606e-02 1.117359101948510933e+10 5.194132022834522466e+00
3.300780662327194859e-02 1.208730044759620857e+10 5.165265002516613357e+00
3.388406569161529769e-02 1.307572756651621437e+10 5.136457113419637288e+00
3.478358683137158097e-02 1.414498234200458336e+10 5.107716101521564411e+00
3.570698758133260264e-02 1.530167437626789665e+10 5.079042383419294815e+00
3.665490187410801182e-02 1.655295376523969078e+10 5.050421750420057698e+00
3.762798047133228407e-02 1.790655529692380142e+10 5.022715760364492077e+00
3.862689141042524588e-02 1.937084626401398087e+10 4.994035843442261147e+00
3.965232046321288256e-02 2.095487818634363174e+10 4.964961029094493661e+00
4.070497160672299081e-02 2.266844276288784409e+10 4.921016063848134614e+00
4.178556750647908352e-02 2.452213239918543625e+10 4.896980171897387990e+00
4.289485001262447611e-02 2.652740568433175659e+10 4.870986158793162879e+00
4.403358066921680275e-02 2.869665822228793335e+10 4.844132357101017305e+00
4.520254123704277316e-02 3.104329925535078430e+10 4.816839012322219560e+00
4.640253423031234087e-02 3.358183455343218994e+10 4.789281335450807475e+00
4.763438346760026643e-02 3.632795608152733612e+10 4.761554012149591841e+00
4.889893463741357832e-02 3.929863899965222168e+10 4.733716983583357241e+00
5.019705587877325292e-02 4.251224659485582733e+10 4.705807090073341747e+00
5.152963837720870438e-02 4.598864379394487762e+10 4.678334293465938210e+00
5.289759697657375748e-02 4.974931995859900665e+10 4.650287266832311417e+00
5.430187080710494052e-02 5.381752172193706512e+10 4.622365827075406663e+00
5.574342393015272595e-02 5.821839668766262054e+10 4.594395356865746294e+00
5.722324600002836464e-02 6.297914888006580353e+10 4.566479525472612266e+00
5.874235294342080443e-02 6.812920690579623413e+10 4.538655992442452991e+00
6.030178765685030584e-02 7.370040586690036011e+10 4.510819643932313383e+00
6.190262072263713611e-02 7.972718414961808777e+10 4.483035065237177541e+00
6.354595114387713573e-02 8.624679630538969421e+10 4.455268092771657251e+00
6.523290709892891337e-02 9.329954333999914551e+10 4.427546511127130380e+00
6.696464671593019280e-02 1.009290218343845215e+11 4.399896724734083442e+00
6.874235886787523342e-02 1.091823934370581665e+11 4.372317333081192636e+00
7.056726398879956119e-02 1.181106763940061188e+11 4.344783685357169745e+00
7.244061491163154842e-02 1.277690609181568604e+11 4.317285024055994569e+00
7.436369772828656244e-02 1.382172503478788757e+11 4.289822638658488785e+00
7.633783267259434957e-02 1.495198302033807678e+11 4.262399701474671510e+00
7.836437502666515620e-02 1.617466674223339844e+11 4.234813541053427777e+00
8.044471605131722769e-02 1.749733422425967102e+11 4.207508831804126714e+00
8.258028394120464633e-02 1.892816154017245789e+11 4.180327814533860931e+00
8.477254480530074798e-02 2.047599335412610779e+11 4.153222779610872273e+00
8.702300367341031517e-02 2.215039759399664307e+11 4.126083633746533863e+00
8.933320552940220149e-02 2.396172459556226807e+11 4.099063495105597532e+00
9.170473637187051552e-02 2.592117108314059753e+11 4.072045557568712226e+00
9.413922430295385002e-02 2.804084938218019409e+11 4.045082466518553410e+00
9.663834064605901497e-02 3.033386229164342651e+11 4.018188523484819363e+00
9.920380109325697970e-02 3.281438407900481567e+11 3.991350863074905053e+00
1.018373668831391993e-01 3.549774809853620605e+11 3.964581309544199517e+00
1.045408460099420817e-01 3.840054157449078979e+11 3.937842642307065155e+00
1.073160944647701120e-01 4.154070813508872070e+11 3.911166163824441266e+00
1.101650175097702300e-01 4.493765873111931763e+11 3.884566061525408287e+00
1.130895709861312465e-01 4.861239162480236816e+11 3.857998340841963358e+00
1.160917626568068184e-01 5.258762219062075806e+11 3.831498567028877922e+00
1.191736535848841733e-01 5.688792333048919678e+11 3.805061954068099439e+00
1.223373595485436477e-01 6.153987737123450928e+11 3.778688380162471105e+00
1.255850524935820667e-01 6.657224038334420166e+11 3.752367231721747576e+00
1.289189620244956536e-01 7.201611993671844482e+11 3.726103500253633793e+00
1.323413769351468594e-01 7.790516739222410889e+11 3.699903951972180138e+00
1.358546467800661184e-01 8.427578591770224609e+11 3.673764056092118757e+00
1.394611834874669720e-01 9.116735551428012695e+11 3.647685249059241297e+00
1.431634630150812049e-01 9.862247644398754883e+11 3.621665308226763358e+00
1.469640270499527612e-01 1.066872325634296265e+12 3.595715070459029050e+00
1.508654847533551779e-01 1.154114761913104248e+12 3.569821004954365051e+00
1.548705145520313242e-01 1.248491362707178955e+12 3.543990373086856494e+00
1.589818659769860199e-01 1.350585517310788818e+12 3.518224346675443037e+00
1.632023615510925785e-01 1.461028321104592529e+12 3.492518908120253673e+00
1.675348987268093504e-01 1.580502476673972900e+12 3.466877907673348691e+00
1.719824518753378939e-01 1.709746513937520752e+12 3.441366796053414223e+00
1.765480743285862131e-01 1.849559355372340576e+12 3.415786890919818575e+00
1.812349004753411041e-01 2.000805254556206299e+12 3.390340198181429621e+00
1.860461479130869067e-01 2.164419138554129639e+12 3.364959015145439380e+00
1.909851196569486154e-01 2.341412387173332031e+12 3.339643625587149334e+00
1.960552064072766665e-01 2.532879084811148926e+12 3.314394462950069453e+00
2.012598888774285721e-01 2.740002783541627441e+12 3.289211226937267085e+00
2.066027401833461230e-01 2.964063819246870605e+12 3.264093380005662404e+00
2.120874282965697355e-01 3.206447226017889160e+12 3.239042940663404480e+00
2.177177185623720423e-01 3.468651297747756348e+12 3.214058583205647857e+00
2.234974762847406204e-01 3.752296849840639160e+12 3.189143326583679272e+00
2.294306693799850749e-01 4.059137238288025391e+12 3.164289186840480106e+00
2.355213711007881627e-01 4.391069198045000000e+12 3.139511374336131588e+00
2.417737628325738464e-01 4.750144567704166992e+12 3.114803203214160376e+00
2.481921369641095498e-01 5.138582972943209961e+12 3.090171795918569497e+00
2.547808998343144560e-01 5.558785547148916992e+12 3.065602436398121355e+00
2.615445747572974766e-01 6.013349774031790039e+12 3.041102140237368801e+00
2.684878051277004851e-01 6.505085543980874023e+12 3.016672037019577424e+00
2.756153576084787726e-01 7.037032523411168945e+12 2.992312558186834615e+00
2.829321254033085320e-01 7.612478944472450195e+12 2.968024647252188952e+00
2.904431316158666565e-01 8.234981931268039062e+12 2.943807979684678333e+00
2.981535326982884815e-01 8.908389488230054688e+12 2.919666680318526275e+00
3.060686219911735728e-01 9.636864286572607422e+12 2.895589117125316303e+00
3.141938333575670095e-01 1.042490939585874609e+13 2.871592586169623651e+00
3.225347449134114419e-01 1.127739611974091406e+13 2.847668598088898495e+00
3.310970828570338753e-01 1.219959410794200977e+13 2.823824602574993570e+00
3.398867254002907456e-01 1.319720393061376562e+13 2.800047193486753905e+00
3.489097068040762917e-01 1.427639231643158789e+13 2.776343973877263949e+00
3.581722215209597326e-01 1.544383027224982617e+13 2.752716891504073615e+00
3.676806284477970310e-01 1.670673431995431250e+13 2.729165096390076428e+00
3.774414552912387366e-01 1.807291110541830859e+13 2.705689644128745908e+00
3.874614030491270733e-01 1.955080565531169531e+13 2.682292972423968802e+00
3.977473506108612500e-01 2.114955358006340234e+13 2.658970717662745731e+00
4.083063594798898577e-01 2.287903754566994141e+13 2.635723155445564458e+00
4.191456786215704278e-01 2.474994836343050000e+13 2.612553272182165820e+00
4.302727494397244334e-01 2.677385107523491016e+13 2.589454795303260948e+00
4.416952108853077763e-01 2.896325644291163672e+13 2.566431793971249764e+00
4.534209047006975135e-01 3.133169828354626172e+13 2.543498260937891331e+00
4.654578808032026060e-01 3.389381712882039062e+13 2.520643903994254309e+00
4.778144028114881814e-01 3.666545072551027344e+13 2.497868923658071783e+00
4.904989537187101067e-01 3.966373193657481250e+13 2.475192670304815046e+00
5.035202417162566446e-01 4.290719464800935156e+13 2.452579423435636397e+00
5.168872061720904965e-01 4.641588833612784375e+13 2.430046440432063193e+00
5.306090237677989485e-01 5.021150200347203125e+13 2.407594317981402998e+00
5.446951147985655828e-01 5.431749824945832031e+13 2.385223637633767879e+00
5.591551496403857069e-01 5.875925830451946875e+13 2.362935445840898208e+00
5.739990553889678937e-01 6.356423892427094531e+13 2.340730456360612166e+00
5.892370226748790962e-01 6.876214211354386719e+13 2.318618596545536370e+00
6.048795126596113736e-01 7.438509872943373438e+13 2.296573077223980963e+00
6.209372642173716095e-01 8.046786709830773438e+13 2.274620385147519741e+00
6.374213013075301637e-01 8.704804787452379688e+13 2.252759065826415608e+00
6.543429405427814149e-01 9.416631646900864062e+13 2.230970371000063679e+00
6.717137989582213642e-01 1.018666744844564844e+14 2.209272567464699577e+00
6.895458019866658184e-01 1.101967217113917031e+14 2.187661503440762267e+00
7.078511916456962094e-01 1.192079503664454531e+14 2.166139867258966234e+00
7.266425349420391200e-01 1.289560633916743906e+14 2.144699434119429426e+00
7.459327324990627783e-01 1.395013187824961250e+14 2.123354082200663573e+00
7.657350274133094548e-01 1.509089020727045938e+14 2.102092381544394151e+00
7.860630143461339037e-01 1.632493292790765000e+14 2.080924465971210946e+00
8.069306488567066227e-01 1.765988827963822188e+14 2.059843448033336522e+00
8.283522569827783677e-01 1.910400829372819062e+14 2.038851685437816030e+00
8.503425450757806647e-01 2.066621980319302500e+14 2.017948635018180337e+00
8.729166098970239096e-01 2.235617962404777188e+14 1.997138327228837662e+00
8.960899489819218466e-01 2.418433424895004062e+14 1.976420646985356022e+00
9.198784712793456331e-01 2.616198442223108750e+14 1.955794853179644965e+00
9.442985080734302983e-01 2.830135499548742500e+14 1.935264144007683873e+00
9.693668241953222742e-01 3.061567049554483125e+14 1.914826952351189826e+00
9.951006295325568463e-01 3.311923687191750625e+14 1.894484029179730911e+00
1.021517590843984635e+00 3.582752992908630000e+14 1.874234939811089351e+00
1.048635843888348518e+00 3.875729099023959375e+14 1.854081243827992775e+00
1.076474005874828999e+00 4.192663038382156875e+14 1.834023247148525382e+00
1.105051188244126070e+00 4.535513939259260000e+14 1.814061731784791132e+00
1.134387009788832668e+00 4.906401135721311875e+14 1.794198673463406335e+00
1.164501610122123498e+00 5.307617268295515000e+14 1.774434057209299587e+00
1.195415663503984316e+00 5.741642455935725000e+14 1.754769283269262958e+00
1.227150393034498022e+00 6.211159626886651250e+14 1.735204680465776583e+00
1.259727585223920254e+00 6.719071103214431250e+14 1.715740411633348117e+00
1.293169604949535589e+00 7.268516541520700000e+14 1.696375921269466680e+00
1.327499410809585667e+00 7.862892340741141250e+14 1.677112854098435024e+00
1.362740570884797942e+00 8.505872636997673750e+14 1.657951854515529844e+00
1.398917278918324847e+00 9.201432015283856250e+14 1.638894021095727682e+00
1.436054370925223367e+00 9.953870078376255000e+14 1.619940707931314838e+00
1.474177342242868116e+00 1.076783802484442875e+15 1.601093035671701026e+00
1.513312365033988582e+00 1.164836740045130000e+15 1.582351021464461382e+00
1.553486306254372673e+00 1.260090120067128750e+15 1.563715874307936016e+00
1.594726746097561154e+00 1.363132751658638750e+15 1.545187492962842857e+00
1.637061996929177310e+00 1.474601593214192750e+15 1.526766105537954887e+00
1.680521122723923844e+00 1.595185689775257000e+15 1.508452367384059745e+00
1.725133959018571694e+00 1.725630432364623250e+15 1.490247769483045603e+00
1.770931133394627821e+00 1.866742165623648250e+15 1.472153020275288382e+00
1.817944086504771795e+00 2.019393172234540000e+15 1.454169569435441289e+00
1.866205093657482328e+00 2.184527064938888000e+15 1.436298026279324791e+00
1.915747286974653907e+00 2.363164619483151500e+15 1.418539625868494802e+00
1.966604678137450435e+00 2.556410084547595500e+15 1.400894165755357079e+00
2.018812181735992084e+00 2.765458007663463500e+15 1.383361446749161505e+00
2.072405639238890984e+00 2.991600619312760500e+15 1.365942837119658693e+00
2.127421843599124784e+00 3.236235820855610000e+15 1.348637631357262112e+00
2.183898564513113705e+00 3.500875825662485500e+15 1.331447683506262969e+00
2.241874574350358085e+00 3.787156506866574000e+15 1.314374166947877010e+00
2.301389674771417315e+00 4.096847509519346000e+15 1.297417103860656340e+00
2.362484724052528406e+00 4.431863189657756500e+15 1.280578000583795895e+00
2.425201665135616302e+00 4.794274447902959000e+15 1.263856522941863458e+00
2.489583554422929446e+00 5.186321530739810000e+15 1.247253052511326787e+00
2.555674591336102086e+00 5.610427878608521000e+15 1.230767119467553794e+00
2.623520148659928886e+00 6.069215106410444000e+15 1.214398742357510219e+00
2.693166803691651179e+00 6.565519209029837000e+15 1.198147050733503249e+00
2.764662370217183529e+00 7.102408092046373000e+15 1.182016607889456727e+00
2.838055931336221249e+00 7.683200536004513000e+15 1.166003883859685342e+00
2.913397873158726448e+00 8.311486711467128000e+15 1.150111048780626311e+00
2.990739919395982938e+00 8.991150371667697000e+15 1.134337369823434694e+00
3.070135166869941479e+00 9.726392859944856000e+15 1.118684207600494807e+00
3.151638121965205208e+00 1.052175908036105800e+16 1.103149627754752116e+00
3.235304738048731199e+00 1.138216559204330200e+16 1.087733420053944799e+00
3.321192453882921392e+00 1.231293100091104000e+16 1.072435570088920320e+00
3.409360233058428502e+00 1.331980883665739400e+16 1.057255678319811487e+00
3.499868604473822309e+00 1.440902311821358200e+16 1.042193896725756908e+00
3.592779703889868337e+00 1.558730682754425000e+16 1.027250638082005896e+00
3.688157316586917034e+00 1.686194352959926400e+16 1.012426314964788965e+00
3.786066921154751963e+00 1.824081239569648400e+16 9.977202991930447240e-01
3.886575734444928987e+00 1.973243690864755600e+16 9.831326861491045399e-01
3.989752757716434228e+00 2.134603755069700800e+16 9.686622492478218494e-01
4.095668824006404307e+00 2.309158879996624400e+16 9.543085011999083989e-01
4.204396646758382872e+00 2.497988078772557200e+16 9.400711910971911722e-01
4.316010869741530698e+00 2.702258599762938800e+16 9.259504426501089513e-01
4.430588118295003319e+00 2.923233141921502000e+16 9.119466759880980877e-01
4.548207051932751099e+00 3.162277660168379200e+16 8.980602241868259616e-01
